id;spiegazione
1;He is caught and prized for one of the biggest smugglers of all times.
2;I will not spoil and say what the end was like but i must tell you if you really love this movie then you MUST read the book, if your not a reader get it on tape you will love the book as well.
3;This is a movie that at some time should have been awarded and honored.
4;This film is one of the most important ones ever made over the past 30 years.
5;It depicts life in a Turkish jail very well (its based on the true story of an American citizen who served time in a Turkish Jail) and is by and large very accurate.
6;He is sentecenced to serve four years in a turkish prison.
7;In the prison he meets durgies and a whole new kind of people he never thought would exsist.
8;His girlfriend talks to him and he has a new light os getting out.
9;Three months later he crosses the boarder into Greece and gets on a plane and goes back to America to reunite with his family.
10;this is emmotional true story.
11;This is a brilliant story based on actual events that occurred in Turkey.
12;Brutal torture and barbaric brutalization of people in Turkey is a fact of life and this film does a fantastic job in dramatizing them.
13;What we see in the film are real, actual events that happen to both Turks and non.
14;If you want to check out some disturbing prison flicks I recommend Scum and Scrubbers.
15;Brought to life a true story about as well as can be done.
16;when considering the cast for this movie a perfect plan had to have been followed.
17;This biography is a true story about a young American who gets caught in Turkey (right before he boards the plane to go home) smuggling drugs.
18;The film , just taken as a movie is great itself.
19;If you are going to make film based on a true story , you must do it properly first!
20;This is a fantastic movie.
21;I remember seeing it when it came out in the 70's and it is every bit as good now as it was then.
22;He gets caught smuggling drugs and the story from that moment on is unbelievable, intense.
23;A well done movie to put you into the setting and feel for how horrible it was to be stuck in a foreign country without the help of your home country being able to help.
24;A good one even if you have already seen it.
25;I watched this movie in the past, i wanted to watch it again i enjoyed it very much some movies you want to watch again and gain.
26;nominated for Six Academy Awards and winner for best Adapted Screenplay and Best Score.
27;MIDNIGHT EXPRESS is powerfully directed by Alan Parker, who inspires searing performances from Brad Davis, John Hurt and Randy Quaid.
28;It is an unforgettable look at one of the most dangerous prisons in the world, and one mans fight to get home.
29;"the strength of Stone's screenplay and Parker's direction is in its portrayal of Hayes' slow, steady descent into real madness
30;There's no denying how unnerving the customs sequence is to watch"
31;"The direction is particularly compact during a nervy escape attempt
32;synth score to win an Oscar), the dread.
33;the performances are interesting, if not altogether successful.
34;Brad Davis' performance mostly works and he does the turn from in.
35;But for the most part, he is a fine anchor for this graphic, vivid, forceful film.
36;Midnight Express makes its high.
37;It looks quite good, especially for a film that's thirty.
38;But within its limited saturation, the colours are rich and full and the same goes for the black levels, a considerable feat in a film this dark (a closing shot, in which Hayes emerges from a dense swath of darkness, is particularly notable, as is a wonderful silhouette shot of Hurt smoking and calling out for his cat).
39;With no compression artefacts, edge enhancement, this is about as good a presentation as we could hope for.
40;The essay is so thorough, in fact, that it covers pretty much all of the information repeated in the documentary on the disc.
41;audio Commentary In addition to the essay, Parker delivers a cogent talk in which he reminisces about the production.
42;the Producers [26:00] Part 1 of the documentary features interviews with producers Peter Guber and David Puttnam.
43;the Making of Midnight Express [7:27] A grainy, wonderful vintage full.
44;finally, superbly crafted and emotionally involving, Midnight Express often defeats the moral quagmire as presented in the film and the controversial aspects of its script through sheer movie making brilliance.
45;smuggling character into a sympathetic figure due to his disdainful treatment in a hellish foreign prison and taking liberties with a true story for dramatic and artistic.
46;Midnight Express certainly deserves the accolades bestowed upon it by its Academy Awards, though the subject matter and controversial depiction thereof makes it a rather unique film in the annals of cinema.
47;30 years after its release, Midnight Express continues to impress.
48;ray offers better than expected picture, acceptable but dated audio, and a few nice extras"
49;Highly Recommended!Andrew C. Miller Your Ultimate No.1 Film FanLe Cinema ParadisoWARE, United Kingdom
50;Reading some of these previous reviews is quite interesting in that in some of the critiques there is so much speculation as to what really happened to Billy Hayes in Turkey and what's a product of the Hollywood movie/money making machine.
51;All I want to do is review this movie based on,well, the movie itself.
52;the movie was very suspenseful right from the get go.
53;"giorgio Moroder's musical score,while such synthesizer work seems so outdated by today's standards now,adds to the intensity
54;The late Brad Davis was perfectly cast.You see his fine acting in the film as he transforms from a wide.
55;It would be incredible to see Midnight Express re.
56;made with Pitt in the lead role.
57;randy Quaid was also memorable as the hyper and tempestuous cell mate planning the first escape.
58;the cinematography is foreign (pun intended), gritty, grimy and has plenty of shady/sleazy characters from the consolate(actor Bo Hopkins),lawyers, and court system to the other inmates.
59;make this film with Brad Pitt and see what we get.
60;Probably shadings of other characters he's played from the lunatic in 12 Monkeys to what we see now in his latest film The Mexican and other various films.
61;give me credit for the idea if it get's done (yeah, right).
62;It's a 70's movie I wanted quite a bit.
63;I love this movie"
64;"The acting is great
65;Midnight Express certainly takes a lot of liberties with the truth.
66;I have always thought that films of this type should go one of two ways.
67;The story is intense, the pacing is perfect, and the acting superb.
68;Brad Davis was a remarkable talent i had never heard of before i recently discovered this movie.
69;Randy Quaid is also good in the most dramatic role I've seen him play.
70;It is a fine dramatic work which is given even more weight by the fact that it is based on a true story.
71;This is a movie about the strength of the human spirit against great adversity.
72;To see it remastered and with my wife in my arms was priceless.
73;the tale still holds magic today, as it did back in the days.
74;One of my all time favorites.
75;I watched the film on Tv 5 years ago and it was such an incredible night!
76;But it is also true that films just deviate from the truth.
77;so the film is just an adaptation of the truth.
78;And at that time, it was Oliver Stone's and Alan Parker's adaptation and comment.
79;That's why it is very understandable.
80;I don't really see the point what's so wonderful about the film.
81;So if anyone claims this film represents the truth, I recommend them watch tv and see the real Midnight express.
82;I am a Turkish citizen with a great love of cinema.
83;Like many of my Turkish friends, I liked this movie as a film production.
84;All the good film making elements had their good ways into this cult film, such as strong performances, cinematography, music, etc.
85;turkish propoganda, and very successfully used such names.
86;the real story of the film was that Bill Hayes was helped for his escape by an officer in American consulate, who was an old lady, working at the Istanbul consulate.
87;as I said, I liked the film, as a movie, but, I would still criticise the film makers by being tools for such propoganda makers.
88;Apart from these, if you keep this reality in mind while watching, the rest is a very nice film on screen, not a close reality of what you would see in Istanbul.
89;To conclude I think that this is a great movie (technically, actors, music) and it how the human rights can be violated in the world (I readd, not only in Turkey).
90;I remember really liking this film when I saw it as a younger man.
91;It was supposedly cutting edge and """"gritty"""" with a """"based on a true story"""" aspect to it."""
92;the major emotion upon seeing this film in its entirety a second time years later.
93;that being said the film is shot well and the story is capably told.
94;I'd recommend it to someone who hadn't seen it.
95;Really good presentation of the original material .
96;Brings back memories after all those years.
97;Given Hollywood's penchant for changing elements in stories so that they may best come across the screen, I decided, even though the film was based on a true story, to take that with a grain of salt and just watch the film as a film.
98;also appearing are John Hurt (he won best supporting actor for his role), Randy Quaid (Cousin Eddie from the Vacation movies) and Paul Smith (Bluto, from Robin Williams' Popeye movie).
99;Attempts by his family, his lawyer, and American government officials are for naught as Billy serves his time.
100;eventually he does, returns home, and decides to write a book about his experience, one that becomes a movie one day, adapted for the screen by Oliver Stone.
101;Ultimately, as far as prison films go, this is a gripping, sometimes harsh to view yarn, but not the best one I've ever seen.
102;One of the best, in my opinion, is Papillon (1973), starring Steve McQueen and Dustin Hoffman, which, oddly enough, is also based on a true story.
