id;spiegazione
1;good movie to enjoy with the boys!
2;One of my favourite movies growing up.
3;Very cool behind the scenes, interviews, etc.
4;Those 2 movies are my favorites of all time.
5;Dont call yourself a man if you dont own this movie, because all real men such as myself own and love this movie.
6;Arnold Schwarzenegger continues defining his well known style and reputation from 'Conan' with this 1987 hit that was ahead of its time.
7;Schwazenegger is Dutch, a guerilla war fighter with a team of good.
8;Sonny Landham is perfect as the 6' muscle.
9;The Predator is an effect you have to see for yourself.
10;rasing explosions around the story to make it a perfect 'Arnold' trademark movie.
11;packed we'll be alright for now.
12;The predator in the movie is amazing.
13;John McTiernan does a brilliant job of building suspense throughout the movie which makes you love this movie.
14;predator contains a great plot with great characters and is a legendary action movie with Arnold Schwarzenegger acting in his peak.
15;The special effects are also outstanding and they will never be out of date.
16;This movie is a classic tense thriller and it deserves the credit which it receives.
17;One of my best films so watch it and find out what you think.
18;Also probably the greatest Mans movie ever created.
19;With the music and soundtrack added alot of excitement and fear to the film.
20;I think Dumb and Dumber had more added features than Predator!
21;But an upgrade it is.
22;I always liked Predator and I'm likely to watch it again.
23;Predator is one of my favorite science fiction films, so I was eagerly anticipating the release of this film with digital remastering.
24;Twenty years on, and several sequels later, Predator without a doubt, is not only the best in the series, but still a great, inventive and incredibly suspenseful movie.
25;much of the commando team proves memorable, notably Jesse Ventura as Blaine and fantastic Carl Weathers as Dillon.
26;Here he seems completely at ease in his character with good dashes of humor, What's the matter Dillon?
27;This is probably my favorite role for Arnie.
28;the story here is simple but effective, the filmmakers settling on a less is more strategy in almost every category.
29;A special forces team on a central American jungle mission are tracked and killed by an alien hunter.
30;surprisingly the elementary special effects still do the job .
31;Authenticity is also a question with so many recent movies going mega realistic on military tactics.
32;the music score is fantastic, and memorable.
33;The predator is judiciously revealed, a tactic that definitely adds to the suspense factor of the movie.
34;McTiernan's pre Die Hard direction is awfully good.
35;He keeps everything at a simmer and when its time, the movie goes to full boil.
36;the script's subtlety comes to the fore with a great final showdown with the wonderfully menacing Predator.
37;Dutch uses the cunning of a hunter, and largely, his own two hands and not guns to win the battle.
38;This is a rare thing in modern action movies where we are commonly assaulted with endless pornography of automatic weapons.
39;nails action epic, this little flick from 1987 added to Schwarzenegger's repertoire as the go.
40;Predator is essentially the perfect action flick.
41;While latter day efforts like Rollerball may indicate otherwise, McTiernan is (or was) a genuine master of his craft.
42;The film is perfectly paced, the effects are solid (if admittedly bit dated by now) and not overpowering and the characters are brought to life by larger than life personalities.
43;You'll be laughing one minute and be perched on the edge of your seat the next.
44;while not quite in the same league as, say, Ridley Scott's Alien, Predator delivers the goods in spades.
45;It has a fresh and original concept, a great cast and enough thrills to make it worth watching again and again.
46;This is an awesome movie I liked this movie so much it's just such a good movie and I especially liked the part where the one guy looks strait at the Predator sees the wigly sight of a cloak then before he knew what hit him ppssshhhhhhhhhhhhhhhhhh his whole facial area is gone Ha ha ha ha ha ha ha mess with a Predator you get a hole blown strait through the middle of your head.
47;well that's all I have to say about this movie
48;If you are an Arnold fan this is the movie for you!!!!
49;Good Game DRM, protecting consumers from a great movie.
50;I loved this movie as a kid and now its on Blu.
51;let start out by saying that this movie looks and sounds amazing in Hi.
52;This movie is absolutely superb!
53;I liked Alien, but this one is even better!
54;The fight scenes were awesome, and Arnold did a great job.
55;I thought his weapons were outstanding and that his final fight with Arnold was the best part of the movie.
56;ray format of these movies).
57;For us who watched this movie when it was released, it was amazing the hunter alien fighting Schwarzenegger and all his team.
58;Having been a fan of this movie.
59;I liked the remastered version.
60;Schwarzenegger shines in this action flick.
61;Good performances by the rest of the cast, too.
62;The action is thick and fast, the special effects visceral, and the language more than colorful.
63;This is a macho romp sure, but a good one .
64;regardless of how over the top the characters are made out to be, the acting performances are spot on.
65;Best of all is that this was a scary movie, that had you on the edge of your seat, and was gory and frightening to boot.
66;But AVOID the new ultimate Hunter Edition on Blu.
67;ray looks natural and detailed with film grain and all.
68;so it's timely to see one of his all.
69;some consider Predator to be the best action film ever made.
70;While I wouldn't go quite that far, it's certainly up there in the top 10 .
71;and it's also one of my favourite films of all time.
72;It easily ticks all the right boxes a simple plot, big beefy men with big beefy guns, some cracking one.
73;Even after multiple viewings, Predator still manages to be tense, exciting and surprising.
74;It's easily one of big Arnie's best films it certainly helped to cement his place on the Hollywood map and Weathers (best known as Apollo Creed in three Rocky films) has not done anything half as good since.
75;it's big
76;And to top it all off, it's got one of the best movie villains ever created the Predator himself, a marvellous piece of design from special effects supremo Stan Winston.
77;as the movie moves along, McTiernan shows great control of the camera by maintaining focus on his main attraction, namely Schwarzenegger.
78;There are a lot of dodgy 3.
79;d effect really does enhance the film taking you deep into the jungle with Arnie and his men.
80;For me, anyway, the most remarkable thing about this mix is Alan Silvestri's almost nonstop underscore, one which utilizes a lot of cool percussive effects.
81;Alan Silvestri's score easily fills the surrounds and really helps to augment the listening experience.
