id;spiegazione
1;Barton depends on each of these men, and they all let him down in surprising fashion.
2;barton Fink is a beautifully crafted movie from the Coen brothers, who manage to recall David Lynch, as much as anyone else save themselves, in telling this extremely peculiar and hilariously bizare story.
3;by the way, this may be revisionist history at work, but I credit this movie for showing me the light away from Arnold, Jean.
4;If you like Fargo, Big Lebowski, or Blue Velvet, this is right up your alley.
5;This wonderful, dark, satiric, sardonic commentary on noble writers.
6;and the Hollywood system is so rich in crafty and satiric lines that you almost are forced to go back and watch the film over and over again just to get them all.
7;Barton Fink is a wonder to behold.
8;night audience at the stage production of Springtime for Hitler in Mel Brooks' hilarious film, The Producers.
9;As the person watching Barton Fink, you just can' quite believe the genius, the wit, the dark satirical vision at work right in front of your eyes.
10;and hilarious acceptance finally overcome you.
11;This film is so witty.
12;and deliciously wicked in a most satirical and sardonic way.
13;just get better and better with each viewing!
14;seeing is experiencing chutzpa raised to the level of finest art.
15;Fink is brought out after getting positive reviews on Broadway and is put to work writing a wrestling picture which proves beyond his abilities.
16;Clearly, this is not a movie for everyone, but if you're still reading, you'll probably enjoy it.
17;It is one of those movies which can spawn almost infinite conversation as to what it means, or it can be merely enjoyed as it is.
18;Oh, and by the way, it's really funny, with John Goodman uttering one of the most hilarious red herrings ever heard on film (it's near the end, and if you see the film, you'll recognize it).
19;ultimately, this most strange and quirky of Coen films turns out to be their best, in the opinion of this reviewer.
20;If you enjoy movies that make you think and that stay with you for an extended period of time, than this might be up your alley.
21;It won the Palme d'Or at Cannes, but, tragically, it never broke out here in the states.
22;This is essential viewing for fans of the Coens, as well as for adventurous viewers everywhere.
23;First, this is a great looking, well.
24;That's a strong thread that gives NOTHING away.
25;winner, with one of John Goodman's most involving performances, deserves a special edition with a proper film transfer and sound remix .
26;Write Fox for a special edition.
27;John Turturo is brilliant and John Goodman is as good as it gets in this wonderful satire of a disjointed place and time.
28;The Coen Brothers produce consistently great work and Barton Fink is one of the best.
29;The viewer is taken along with him on this wild ride that paints memorable characters with some great dilemmas and questions that arise when one can no longer tell the difference between life and art.
30;The final scene is one of cinema's best and most thought provoking.
31;Fink is asked to come to Hollywood and write a wrestling picture for famous working actor Wallace Beery.
32;And then he pained with writers block, a most savage case at that, and so he begins his long struggle to create a masterpiece.
33;As Fink tries aimlessly to write something with meaning and significance he gradually drifts into a madness that I can imagine plagues many writers working in Hollywood today.
34;the film is elevated by some intelligent and memorable performances, especially in the supporting category.
35;Judy Davis is stunning as Audrey Taylor, the lovely secretary who steals a little part of Fink's soul.
36;Michael Lerner (who garnered an Oscar nomination for his performance) is extremely memorable as Jack Lipnick, the studio head entrusting Fink with the script.
37;Tony Shalhoub (what an accent) and Jon Polito are also noteworthy
38;As Fink, Turturro brilliantly captures the desperation that is slowly unraveling within his soul.
39;We can see the outward symptoms of his madness, but it is always glossed over somewhat.
40;Goodman delivers what may be his finest performance ever, and one of my personal favorite supporting performances ever.
41;As Charlie Meadows, Goodman instantly draws in the audience.
