id;spiegazione
1;He directs, writes, and acts as the film's main protagonist in Garden State, a film with flashes of near brilliance.
2;He is no doubt worth looking out for and deserves quite a bit of credit.
3;He meets old friends and reflects on his family life before he left his hometown.
4;He then meets a new friend named Sam (Natalie Portman) who helps him realize what is really important to him.
5;Performances from Portman, Braff, Ian Holm, Peter Saargard and others are genuine, at times amusing, and overall pretty solid.
6;Portman is especially enjoyable to watch but you really wonder how long she can be the potentially great actress everyone has been waiting for.
7;Anyway, it is worth watching if you like the talent in this movie.
8;It shows some budding talent from Braff and some solid actors at work.
9;It also happens to have a smart sense of humor that I suppose I appreciated.
10;Thesoundtrackwas great but also felt pretty consistent with Braff's hipster.
11;teenager affair a la Mrs. Robinson, a couple of surreal airport visits, and.
12;Back in Jersey, he meets up with some of his quirky stay.
13;"cute encounter at the neurologist's office with the quirky Sam (Natalie Portman, with Spock ears intact, a bit of Naboo still in her eyes, and a sign on her forehead reading ""I'm seriously nuts"") introduces Andrew to the kind of family he wishes he had."
14;"warm, loving, lots of hugs, adopted African student (making ""Garden State"" the second movie in very recent memory."
15;to establish a family's big heartedness by plunking an African adoptee into the middle of the love.
16;In Sam, Andrew's finally found the kind of girl who's bound to change his life forever if only he'll let her inside the walled garden (get the double.
17;Lots of fun follows as Andrew introduces Sam to his shifty pals, but before you know it, Andrew's four.
18;i think this movie won some kind of big award at The Sundance Festival.
19;This is a hidden gem.
20;A great movie that was never publized.
21;Easily worth the price of admission.
22;This is a fine example of what can be done outside the studio system.
23;Recipe for a great movie.
24;Funny in a subtle way with a cast that is top notch.
25;I work in a similar field so the take on this was interesting.
26;Scrubs was very good and now over.
27;Sarsgaard's semi dark role was spot on.
28;Dude in the suit of armor was surreal.
29;soundtrack is a real plus.
30;Very good and integrated well.
31;this is on my favorite list for sure.
32;Zach Braff is an amazing actor and his writing and directing here are almost perfect.
33;She was adorable and well.
34;It addresses the concerns I seem to recall having as a teenager, it handles everything very well, and I laughed more than once.
35;Yep, I can certainly see it being beloved by some teens.
36;I saw some bits that were very effective, and some humor that worked quite well.
37;so yeah, a fine movie, and I'm not even in its demographic.
38;This is a dark romantic comedy.
39;This is a great film.
40;Zach Braff wrote this film very well.
41;He also directed this movie well.
42;Natalie portman did a brilliant job.
43;She really changed her personality for this film.
44;Also, Method man is in this film and also did a good job, even though he was there for like 5 minutes.
45;Garden State may resonate with older classic films like The Graduate, or more recent ones like Beautiful Girls, but the film still manages to carve out its own beautiful identity through wonderful characters, rich performances, and the meticulous, careful eye of its writer and director Zach Braff.
46;"It was also impressive enough to snag Braff The national Board of Review's award for this year's best debut by a director.You may know Braff as the wacky Dr. John ""J. d."" Dorian on the excellent sitcom Scrubs on NBC."
47;Though in Garden State, Braff does a complete 180 turn on screen and behind the lens, taking us on a journey of rediscovery, redemption, and love.
48;"Don't fear
49;connecting with the familiar places and people of his past, and is ultimately transformed by Sam, a free.
50;spirited, Shins loving pathological liar wannabe, played by a wonderfully funny and touching Natalie Portman, who steals almost every scene she's in.
51;She accompanies Andrew throughout his visit home, and ends convincing him that life and love do indeed exist after Zoloft.
52;garden State is further enhanced by great supporting performances by a superb Peter Sarsgaard, who plays Andrew's childhood friend and companion throughout most of the film.
53;The film is also rich with small, quirky performances by all the people from Andrew's past.
54;All of that, partnered with a truly awesome soundtrack featuring the likes of the aforementioned Shins, Nike Drake, and Simon and Garfunkle, make for a long.
55;It's a small film with a huge heart, and one of the best films of the year.
56;Zach Braff's directorial debut has similarities to the groundbreaking, timeless film """"The Graduate""""."""
57;There is an almost immediate sense that these two are soulmates .
58;that they can laugh together and cry together.
59;I especially loved the scene where the three main characters (Peter Sarsgaard is the third main character) visit a couple and their baby in an old ark.
60;like boat located next to a natural wonder, a very deep chasm.
61;, conveying that Andrew is in the process of discovering his own true nature and path in life.
62;When Andrew impulsively kisses Sam, it seems moving,real and tender .
63;one of the few truly romantic screen moments that you want to relive over and over .
64;This entire scene is perfect.
65;The music helped create the mood.
66;With a few rare exceptions, every character in the film sounds like every other character.
67;You could take any line spoken by a character, and give it to almost any of the other characters and it wouldn't sound out of place.
68;One of those that was good to see the once.
69;Best soundtrack of all time.
70;The movie is pretty cool, too!
71;I know there are people out there that say this movie isn't satisfying or whatever but I honestly feel that you have to be a certain type of person to enjoy Garden State.
72;I just love it and there's something indescribable about it that I love.
73;This movie is a bit interesting in that it's sort of quirky.
74;A couple of scenes in the movie have a somewhat surreal tone to them either because of the backdrop of because of what happens in them.
75;In the end, most of the characters seem likable, even a few who appear to be unsavory at first.
76;This is an amazing movie that is easily worth $5.
77;The soundtrack is also top.
78;This created an opening to Andrew's eyes and mind.
79;This small breach leaked out light to Andrew's gray character.
80;All his feelings that were bottled up from his youthful past finally spilled out before him and to people he loved.
81;it is worthwhile to see how Sam and Andrew help each other out healing each other, and learning life's most important purpose.
82;This movie was worth its time and I'd recommend this film to anyone, especially those who are seeking a possible meaning to Life.
83;As a sidestep, the acting surprised me in a good way, and the cinematography was slightly better than your average film.
84;"Garden State is just a great movie
85;I know several people similar to Mark, played by Peter Sarsgaard, and have met a few cool yet kind of strange girls such as Sam, played by Natalie Portman.
86;The movie does a fine job of combining drama, comedy, and romance without going too over the top.
87;talented man and he really shines here.
88;zach Braff stars and directs this almost charming film about an actor who has numbed his mind in various ways to block out some a tragic point in his life.
89;well as the relationship grows Braff finds himself beginning to deal with himself and touch on his repressed feelings.
90;in the end he does and the pair both find comfort in eachother.
91;it's definately worth seeing once for sure because it deals with how human beings can put repress their true heart on a dime if it suits them.
92;so watch this and follow it with something more comedic.
93;Garden State is such a great movie on so many levels.
94;It has its moments where it is funny, sweet, and sad yet is done in such a way that it flows very well.
95;actor Zach Braff does a good job of capturing moments in these peoples lives that have a heartfelt and lasting impact long after the movie is over.
96;Braff used a great selection of mostly indie bands including coldplay, the shins, nick drake, and an excellent cover of 'Such Great Hights' by Iron and Wine.
97;Continuing on in my `all things Sarsgaard' I'm actually getting to one of his greatest performances"
98;"I enjoy the film, and I remember when it came out I actually loved it and found it an amalgam of jovial fun
99;It remains one of those clever films that, over time, proves itself less clever and more pretentious and even superficial.
100;In fact, to be honest, the acting in this film is rather remarkable from all parties.
101;He was so focused on creating a visually appealing film complete with `hip' music and clever tricks that he lost focus on creating a moving STORY.
102;I do wholly believe that some of the best films are built around beautifully constructed sequences of memorable events, even if those events are mere images that burrow themselves in our mind and keep us in rapt attention, but where `Garden State' fails to live up is in the area of cementing those `sequences' with heartfelt purpose.
103;like I said, the acting is sublime.
104;Natalie Portman was nominated for an Oscar this year for her work in `Closer'.
105;She is stunning here as the hyper Sam, an intriguing character with flaws and demons of her own.
106;He steals every scene he is in and just proves that a great performance can help carry a rather shallow film.
107;so, I can understand the draw for this film, but I strongly feel that the love for it is blind.
108;I absolutely LOVE this movie.
109;the music, the mood of the entire movie, the humor, it all works beautifully.
110;Zach Braff did a wonderful job with this picture.
111;He wrote, directed, and starred in this and that is an amazing accomplishment, especially when the outcome is a film as beautiful as this is.
112;I don't normally watch a lot of independent comedy/dramas, but I love Garden State.
113;There's something about the film that's not too pretentious and I feel like everyone can relate in some way to the characters.
114;I recommend it for fans of The Royal Tenenbaums and 500 Days of Summer.
115;But it does to speak to many 20 something year olds.
116;Many of us have felt that, especially after we are done with college and try to find a job we'll like.
117;Every 20 something has the dream of meeting that special someone"
118;Yes, it's our fantasy that gets played out in this film, and many older folks will fail to see it, and just think of it as a cop.
119;"For many 20 somethings, we are still looking for our own family and home, as the moving quote from the movies goes ""maybe family is just a bunch of people who miss the same imaginary place."
120;A differnt movie for sure.
121;Natalie Portman is brilliant I have to say.
122;It's very easy to empathize with the quirky characters, and see a little bit of yourself in each of them.
123;It reminded me how beautiful imperfection is.
124;"I know people who didn't like this movie because they didn't find an obvious plot, or because they thought it was ""weird,"" but I think their criticisms really get to the heart of what makes Garden State so special."
125;This is delightful film about character.
126;"garden State is not perfect
127;if you are a soul that feels a bit awkward, that never really completely fit in, but find beauty in the dissonance/melancholy of life, and yet still have hope . . . this movie can be a great travel companion down that uncertain path of life.
128;A wonderful film, very philosophical and heartfelt, a rare film that really explores human emotions and the anxieties of a college grad in an entertaining way
129;I've heard so many great reviews and I wanted to likee this movie.
130;It seems that every few years, somebody has to make an independent, critically acclaimed version of that classic, Dante's Inferno.
131;This is one """"Inferno"""" that took me by surprise."""
132;Sam is openly flawed, funny and compassionate.
133;She challenges him to look for truth in everything, even his pain.
134;It is a turning point that leads to important revelations.
135;i loved the way this film was written and paced so that Andrew's feelings of being lost and confused are infectious to me, the audience, yet it never becomes morose or dark.
136;This same slowness did work against it at times, but there are also some genuinely funny moments and some genuinely touching scenes.
137;Overall though, Garden State was a well.
138;crafted offering for the cult.
139;Generally recommended for generations Y, X and Portman fans.
140;First and foremost, a little bit about myself.
141;The cover graphic didn't suggest anything of great interest, but the word of mouth was pretty good.
142;The film was great and had to be watched multiple times.
143;what makes this movie so unique is the richness of the characters, the development of the plot, and the geniune emotions that are evoked.
144;The humor is not overwhelming, but very tactful and sometimes hidden, making for a much more authentic emotion.
145;the soundtrack to the film is great, .
146;"every single song is nice to listen to, especially the Coldplay's opening credits, and the ""Let Go"" of the end credits."
147;i DO NOT recommend Garden State.
148;"The soundtrack is excellent
149;I would recommend this film.
150;Hey, I admit, I really enjoyed this movie too, but I think that we can all relate when it comes to holding unrealistic expectations for a movie because others built it up so much.
151;Best party scene in a movie, ever made for 30something's.
152;One of my favorite actors.
153;Lots of laughs,and great feel good movie, enjoy!!!!
154;of girlfriend at the time suggested we watch it I said ok just to be nice to her.
155;I was pleasantly suprised when i Really, really really liked the movie.
156;The story isn't anything overly exciting, but it is quirky and charming, as are all of the characters in their own unique way.
157;This movie is quite funny at times, although not a comedy.
158;The dialogue is constantly amusing, and I feel like i could relate to a lot of the characters and events that occured iwthin it.
159;The love story is reflective to a lot of things that have happened in my life.
160;I know what its like to be leaving your loved one at the airport never expecting to see them again.
161;I woulnd't say this is the best movie i've ever seen but I definitley thouroughly enjoyed it and would rank it 9/10.
162;I would recommend it to all, because i believe almost everyone could sit down and watch this movie and truly enjoy it.
163;The ending scene is beautiful, and the main characters find what I think we are all looking for in life: Love.
164;this was quite possibly one of the funniest movies that i have ever seen.
165;From the initial meeting of Portman and Braff up to the very last scene, every moment is authentic and true.
166;for a director, Braff's acting is quite good but few actresses are capable of putting forth a performance like Natalie Portman.
167;She is utterly amazing and by far the most compelling character in the movie.
168;Portman is an idealization of the pleasant, playful, penetrating coquette we've all read about but rarely meet.
169;Frankly, it's a joy to have her on the screen.
170;garden State is a movie about love, friendship, life, and family and its effect is total gratification.
171;oh I loved the music and wasn't the movie just darling.
172;ridden notebook actually are funny and clever.
173;Ultra hip is what this is.
174;Oh and the """"near the end"""" scene where main characters get up on the caterpillar rig (or whatever it was) and yell and scream: god that was touching."""
175;Showgirls did as good of a job as this movie did.
176;That movie won a rasperry award and so should have this.
177;But hey there was some good music in the movie, so I better give it 5 stars (the Shins are good, but if they are life changing then my whole review must be retracted and I will bow down naked to the indie rock god Zack Braff).
178;I truly enjoyed this movie.
179;I even bought it, and watched it a few more times.
180;the one thing I thoroughly enjoyed was how you noticed his attitude about life changed.
181;Towards the end he was smiling and enjoying, and BEING in the moment.
182;Every so often there are films that come along and are able to elicit very strong emotional reactions from viewers based on specific scenes or characters that can be related to.
183;This movie came out of nowhere and gobsmacked audiences with it's raw tenderness and sincerity.
184;While hom, he has a chance meeting with a girl who embodies an energy and spirit that is something that he hadn't realized had been missing from his life, and everything in his life is turned upside down.
185;Peter Sarsgaard, Ian Holm and Natalie Portman offer excellent supporting performances as characters that go beyond the typical cookie.
186;Despite being genuinely touching, the movie has great elements of humor and clever wit as well.
187;Much like The Breakfast Club and Reality Bites before it, Garden State is a great representative film for it's generation and will doubtlessly become a classic.
188;It is one of those rare movies that you just can't quite get out of your head after you see it for the first time, whether you relate to it personally or not.
189;My teenage son recommended I watch Garden State, so I watched it, and I've watched it again, and it continues to grow on me.
190;Little things have stayed with me about GS, including the powerful soundtrack.
191;natalie Portman was born to play the female lead.
192;The humor was fantastic, and I understand, alot of the material was autobiographical.
193;Somehow, this is all forgiven, given the otherwise sincerely of the script.
194;The good include meeting up with old friends and meeting Natalie Portman.
195;It's one of those films that will either bore you to death, or you will enjoy every moment.
196;Best to just watch it with an open mind.
197;There are plenty of comedy moments as well as sad ones.
198;The soundtrack is excellent (if you like Chillout music like Zero 7) and there are plenty of slow motion effects (to music).
199;all in all Garden State is a nice chillout film that is like eating a bowl of Ready Brek.
200;Watch it, and then get up and glow.
201;Holy cow, this movie is a breathe of fresh air.
202;If the movie is good, then it's good.
203;It's a very paced, clever, funny and emotional experience.
204;There it is, pretty simple right?
205;Well, yeah, it is simple.
206;His connections with them are very ture.
207;the gorgeous Natalie Portman joins in after a little while and the story really takes off.
208;I'll just say that my favorite parts were the Mideval Times, and the bow and arrow scenes.
209;There is a decent amount of swearing and some drug use, but it's all done with class.
210;This is a great movie for when you're feeling down or lost.
211;It's a strange and wonderful movie.
212;I think Firedancer's review hit it right on the nail.
213;I thought this was going to be great with everything positive that I heard.
214;well put together ,perfect cast.
215;i think he did a fantastic job.
216;This movie is sooooo good!
217;i mean i will admit it is kinda a common indie film plot (commin of age) but wow i thinks it stands above the rest it funny and insightfull.
218;and i honestly beleive he is one of the most taltented actors out there.
219;the story is unique, and I really felt that I understood the main character.
220;zack Braff and Natalie Portman performed well as usual, and their romance was sweet.
221;i also liked the Peter Sarsgaard character: offbeat, edgy, with attitude.
222;Although I give this film 4 stars I was dissappointed in a lot of it.
223;I got this thinking that Zach's style and humor from Scrubs might be fun to see in a film.
224;if you love Scrubs (good family humor) and you are looking to find that here, keep looking.
225;Garden state is an excellent heartwarming film.
226;Zach Braff and Natalie Portman's performances are superb.
227;The cinematography and directing are excellent.
228;The soundtrack is also great (Academy Award Winner for Best Soundtrack).
229;It's a movie that should be viewed more than once to truly appreciate it.
230;I watched this last night and thoroughly enjoyed it.
231;It's a little quirky, but I like quirky.
232;He constantly shows on there what a good actor he is.
233;With his movie Garden State he shows us what a great director and writer he is.
234;I especially liked the writing in this.
235;There's a lot of very clever stuff in this movie.
236;She's VERY likeable in her role.
237;Her and Braff have great chemistry together.
238;it's a really good movie with a nice mix of drama and comedy.
239;Best of all, it left me feeling good at the end of it.
240;Zach Braff is amazing in this movie.
241;Great story of finding ones self and falling in love.
242;Portman is excellent as always, Zach Braff has made me definitely want to see him again and the rest of the supporting actors were cast perfectly.
243;I am not going to get into the storyline since it has been thoroughly explained previously, but Garden State is worth owning.
244;Many of the reviews give it a thumbs up.
245;garden State is a great movie.
246;The part that makes this movie stand out so much to me is the feeling of REAL that is in it and the rich performances from the actors in the film.
247;Give it a shot .
248;not your typical blockbuster romantic comedy, but a smart and thoughtful look at life.
249;i love the way it doesnt explain things right away.
250;brilliant work by zach braff, genius.
251;i look forward to his next project.
252;It's a cute movie (and great soundtrack).
253;"There is a bit of a ""Hollywood"" ending."
254;when I saw it i was very impressed.
255;I thought the movie was very well made and very entertaining.
256;Seeing Natalie Portman helped a lot.
257;this has been my favorite movie so far to come out in months.
258;If you loved the movie you are going to love the soundtrack.
259;Both are great and both I bought.
260;Garden State is the eccentric journey of a 26 year old back to his hometown.
261;His realization is sparked by the inquisitive Natalie Portman, whose happy go lucky nature is coupled with her kind spirit, as is demonstrated by her affection for her many house pets.
262;The characters, their histories, and their fragile emotions blend well into an interesting and engaging plot.
263;Portman helps to catalyze his return to the emotional with her bright smile and their feelings for each other.
264;braff finally starts to move into the future by sharing his poignant memories of the past.
265;On his last day in the Garden State, he finally realizes that the destination is not all that important, it's the journey that matters most.
266;I enjoyed it and thought it was very well made, especially for a first time write and director.
267;There are some very funny moments but it is not hilarious as I've seen some reviewers say.
268;It is a very good character piece that is quirky and odd but not too much so that it turns you off.
269;I liked the way the romance was underplayed and yet was integral in Braff's character beginning to come to terms with things in his life.
270;I thought Portman was great in this movie, although the character could be slightly annoying.
271;overall, Garden State is funny, but not hilarious.
272;It's very well done, if a little too slow in pace at times.
273;Easily my favouite film from the last year, this film by Zach Braff succeeds completely on it's own terms.
274;By turns it is wholly engaging, hilarious, sad, touching and profound.
275;natalie Portman plays her very best role here, in fact the entire cast seem to completely understand Braff's universe and relish his attraction to faulted but ultimately endearing characters.
276;just a willingness to understand the chaos that makes people what they are.
277;i recommend this film to literally anyone .
