1;It's a classic and a good movie for adults as well as kids.
2;It's a great film for anyone who enjoyed cartoons when they were a kid.
3;The live action works very well with the animation.
4;Sure kids can enjoy it too.
5;I've watched it a number of times and still enjoy it.
6;This is the first movie I ever had as a kid.
7;it is the very first movie where animated and real life characters interact.
8;This movie made me laugh a lot.
9;Roger and Roger's wife Jessica made me laugh the most.
10;This film is somewhat dated now but Bob Hoskins is the crowd pleaser here.
11;I love the live action and animation, very clever film.
12;Much like director Robert Zemeckis' BACK TO THE FUTURE trilogy, time has done very little to tarnish the charm of this amazing fantasy film.
13;It's all the more impressive when you realize it was made without ANY computer animation.
14;It looks and sounds great.
15;the Vista Series release gives you 4 options for viewing the film.
16;In addition to watching the film in your choice of widescreen or full.
17;frame, you can choose from two informative supplemental tracks.
18;style feature which provides a constant barrage of on.
19;, but they are nonetheless informative and often amusing.
20;And Charles Fleischer (the voice of Roger) hosts a more kid.
21;a very impressive, exhaustive presentation that will answer every question you ever might have about this wonderfully fun and original film.
22;This movie produce in year 1988 , it was very good movie then , but when I witch it again now , I love it more and more than before .
23;Now, as we know, this movie broke ground back in 1988 with it's spectacular animation and sound effects, earning it FOUR (4) Oscars, which were for Best Sound Effects Editing, Best Visual Effects, 1988 Special Achievement in Animation Direction, and Best Film Editing.
24;For those older viewers there is the wonderful plot as alcoholic Eddie Valiant uncovers subplot after subplot to bring the movie to a colorful, breathtaking ending.
25;The musical performance by Bob Hoskins while keeping your kids entertained, you entertained, and Grandpa entertained.
26;ins, showing the process of the animation, and a tad bit more.
27;It also comes with two photos, glossed, of Roger and Jessica.
28;In the end, you'll love it.
29;i love who framed roger rabbit a lot.
30;i received the replacement today, 03/20/2013.
31;It's his favorite movie and I'm glad I was able to find it for such a great price!
32;This has been one of my favorite movies growing up and am so happy to have found one in this condition and it was a special edition with some fun extras :.)
33;breaking movie won 4 awards, including Best Visual Effects.
34;This a great family film with lots of great jokes and a fun performance by Bob Hoskins.
35;One of those movies that is much better than you remembered is was.
36;is a wonderful movie that has delighted movie.
37;Two scenes, both involving Jessica Rabbit.
38;however, the movie is a treat even without those missing frames of animation.
39;Recommend it to anyone who has a sense of humor!
40;Definitely one of my favorites as a child!
41;Still in love with this movie and Jessica Rabbit.
42;I grew up watching this movie, it was always one of my childhood favorites and is still a favorite now that I am grown up.
43;An iconic film that ushered in a whole new wave of animated blockbusters, Robert Zemeckis' box.
44;"much like ""Terminator 2"" and ""Jurassic Park"" ."
45;"fashioned movie in more ways than one, ""Roger Rabbit"" was produced with hand."
