id;spiegazione
1;It's big, bold loud and brash .
2;The comedy is slapstick and hammy, and the production numbers are belted out within an inch of their life.
3;since it's acted, sung and mostly shot like it's still taking place on a live theater stage, everything is much louder, broader and, well, stagier than how we're used to seeing things done in movies.
4;Uma Thurman is delightful as sexy.
5;Director Susan Stroman is obviously comfortable with the material, since she did the stage show, and she films it simply, with a lot of straight.
6;on full shots and judicious editing.
7;style magnifying glasses, is anything other than homophobic, intent to poke fun and make us laugh at effeminate men.
8;When opening night for Springtime for Hitler arrives, it comes as something of a relief, though also a source of confusion.
9;I suspect the real version is much better.
10;By its very nature, the musical demands a live audience.
11;Witness the litany of great shows rendered impotent, most often for direction, for their inability to transfer.
12;and when they do work, they transcend both stylistic forms, and create masterpieces.
13;(Picking up a dozen Tonys on the way, thank you very much.)
14;Well, it leaves it much where it found it.
15;The Producers is a great movie.
16;Where it best succeeds is in capturing the theatrical performance for posterity.
17;And what works brilliantly on stage simply doesn't transfer as seamlessly to the screen as director Susan Stroman doubtlessly believed.
18;Along Came Bialy goes on far too long and needs some rethinking
19;Stroman succeeds better with Broderick's numbers, particularly I Wanna Be A Producer, which gets all the fantasy fanfare a film can provide.
20;, the man is simply a genius.
21;whether it was in the interest of time or giving more film to Broderick is a good question.
22;What worked on stage for Roger Beach and Gary Bart as Roger DeBris and Carmen Ghia now is just borderline funny, though Beach pulls out the stops when he goes on as Hitler during the show's opus, the marvelous Springtime For Hitler.
23;will Ferrell is the biggest surprise of all as the perfectly loony and vocally proficient Nazi Franz Liebkind.
24;She's oddly intense, phyiscally vague and overly dramatic in a role designed as a brilliant parody of the classic Swedish buxom blond.
25;mel Brooks make his token appearance twice, once vocally and once again at the very end.
26;He wrote a new song for Lane and Broderick called There's Noting Like A Show On Broadway that rolls over the credits and is really quite good.
27;Fact is, Brooks is everywhere, given that he wrote all the songs, and the story.
28;i would have said 3 stars, but the songs are so classic, and Lane is so brilliant, they earn it the 4th star.
29;This should have been an excellent film version of the musical, and it should have been an Oscar contender.
30;This is just about the best movie Mel Brooks has ever done.
31;It will undoubtablly go down in history as one of the all time greatest musical comedys ever.
32;Nathan Lane and Matthew Broderick work so well off of each other you would swear that they were long lost brothers.
33;The Broadway musical is a bizarre artistic cul.
34;That said, some are better than others.
35;In Moulin Rouge this was accomplished with great success, unfortunately, with The Producers, you have a poem that's been translated too many times.
36;the original 1968 film not only launched the career of arguably our funniest director, it demonstrated that where others saw sacred cows worthy of reverence, Brooks saw hamburgers.
37;warmed the platter for Broadway.
38;Uma Thurman is tall, and watching her dance with Broderick, (who comes up to her navel), should be funny .
39;Will Ferrell delivers yet another irksome Will Farrell performance
40;Gary Beach (Roger DeBris) has the film's best voice and delivery, and his assistant, (Carmen Ghia), played by Roger Bart, matches the original .
41;do yourself a favor, get the original Mel Brooks film
42;Lying is one of the great destroyers of civilization no matter how it comes.
43;So what is the natural choice in the 1950's but a cross dressing homosexual.
44;But this movie of the Broadway version is still spectacular.
45;Lane is wonderful, Broderick merely passable, as always.
46;and sometimes, just having a document that preserves performances like these for all time is the most valuable thing of all.
47;One of the best movies ever!!
48;Both Lane and Broderick are great in their respective roles, and newcomers Thurman and Ferrell are both great (Ferrell is absolutely hilarious).
49;The songs, which are (almost) exactly taken out of the play, are great, and the dance numbers are very well done, especially the one involving the little old ladies and their walkers.
50;Still, this is still an entertaining film.
51;I enjoyed it enough to watch it more than once, its direction I thought was good, the new songs funny and most of the characters entertaining.
52;will Farrell does a good job, as do most of the cast, Nathan Lane completely steals the whole show though, he simply lights up the stage and screen, BUT his performance is very like the performance given by Zero mostel.
53;Lee Evens played this part on stage and was great, Matthew, an actor I really love, in my opinion, gave the worst performance of his career.
54;It can be enjoyed on the surface as a comedy or musical.
55;This scene is a reprise/sendup of Fiddler, complete with Jewish lament and incredibly energetic street dancing.
56;Nathan Lane is brilliant and hold center stage no matter who else is there, but Matthew Broderick is a great straight man, Uma Thurman is dazzling, Roger Bart is hilarious.
57;The story is not only fun, but all of us can share the aspiration to a dream.
58;I was thrilled when I found out Matthew Broderick and Nathan Lane would reprise their Broadway performances for the big screen.
59;And a gem this is.
60;filled, laugh out loud funny musical comedy of the year delights mainly due to the outstanding performances of Lane and Broderick.
61;is a singing, dancing romp that leaves you feeling you have seen the best of Broadway at the movies.
62;will Ferrell shines as the playwright enamored with Hitler and thrilled to bring his Springtime for Hitler to the stage in one of the movie's best production numbers, the other being the sex.
63;see for fans of musicals.
64;I was able to follow the plotline really easily and I laughed at just about every scene in the movie.
65;I also liked the fact that there were no swear words in the movie that I could recall, and while there are several refences, there weren't any actual sex scenes, which as a nice change to me.
66;Good, but was it great?
