id;spiegazione
1;If that was meant to give a sense of freedom from the stresses of the modern day world it did a much better job.
2;Walkabout is a truly exceptional film.
3;If possible seeing this on a theatre screen or at least a large plasma is ideal, as the heart of it is the awesome imagery of Australia's Outback.
4;the allegorical and metaphorical nature of Walkabout is clear and infinite.
5;Two worlds and civilizations have met, language easily gives way to gesture and sound, and love, the greatest unification of worlds, blossoms.
6;but the divide between the pure ancient young man and the tough, staunch urban girl proves too great for her.
7;this is a definite masterpiece.
8;A film worthy of school showings, be it elementary or graduate.
9;As a gesture of awe, respect and sorrow at the Aboriginal experience it has few parellels.
10;proof Fence (both of which feature David Gulpilil, who plays the Aborigine) can be it's companion.
11;Walkabout is a surreal film that walks the line between art house film and nature documentary.
12;It's worth picking up the Blu.
13;Jenny Agutter carries the film, since it is from the teenage girl's perspective that we experience the journey.
14;The relationship between her and the aborigine boy is timeless and universal yet fraught with the social divisions and cultural confusion of their experiences.
15;The British schoolgirl in her patronizes the aborigine even as he ensures their survival.
16;It is beautifully rendered, and ultimately tragic.
17;And it is the story of childhood's last gasp, and the longing we hold for the freedom we once had when all of our serious choices were ahead of us.
18;but you soon realize that you have found a timeless truth and work of art that serves all peoples everywhere.
19;Its mostly filled with scenic shots of the desert and a God.
20;This movie starts in Sydney.
21;They wander around some more.
22;jenny Agutter is such an attractive woman, and such a fabulous actress, that this didn't finish her career.
23;like most Australian movies, this has good cinematography, and nothing else going for it.
24;It also helps to explain why the public watch very few Australian movies.
25;Story was good and filmed excellently.
26;This movie got great reviews so I looked forward to watching it.
27;I'm an Aussie living overseas so like to watch as many Aussie movies as I can, and almost always enjoy them.
28;This movie is right up there with Killer Tomato's.
29;I saw it when it was originally released to theatres, and remembered it with such fondness.
30;I was giddy with joy when I finally got a copy.
31;He is equally superb with this movie.
32;Agutter is a wonderful actress and is the only reason to see the film at all.
33;It should have been done here as well.
34;Walkabout is one of the strangest movies I've seen in a while, and I definitely believe it's because the film was released over 40 years ago when adventure movie cliches weren't around yet.
35;From here the adventure gets underway.
36;They stumble upon a tree of life in one segment and I swear the music playing in the background was similar to Mike Oldfield's late 70's work which is considered highly original and influential but I have to question that considering identical music was released in the early 70's when THIS movie came out.
37;As a huge music fan and especially someone who seeks originality, I have to question how significant Oldfield's work really is when a piece like that is playing several years before his work was released.
38;eventually the daughter and son meet an African guy throwing harpoons at wild animals and.
39;speaking of wild animals, this movie does a great job showing the wildlife that's over in Australia.
40;The other commentators are all correct, and so are you.
41;I thought it was a masterpiece at the time.
42;dippin' scene, known and loved by generations of slo.
43;Yet nobody has mentioned it.
44;ray disc showcased what I consider to be the best features I've ever found such as recent documentaries of the actors who portrayed the film's main characters.
45;The Walkabout booklet enclosed with the disc is a keeper with strong stills from scenes in the movie and summary written by Paul Ryan.
46;Nicolas Roeg's Walkabout is a great film about the problems resulting from a failure in communication.
47;More of an expeience than a mere movie this is one of the great films that few people have seen due to its long unavailablity in the home market.
48;It is a story of innocence and how chices made in youth can have a dramatic affect on the future.
49;This is a film that needs to be seen both for its stunning photography and its story.
50;Do yourself a favor and check it out.
51;It does a great job contrasting the insanity of the evil white invaders (typified by the brutal father who tries to kill the kids and then shoots himself) with the kindness, humanity, and true civilization of the Aborigines (in the person of the Aborigine boy who helps the kids to survive in the outback).
52;Walkabout is a beautiful film about how people adapt to new environments yet are irreversibly shaped by their old ones.
53;As time passes, the children literally and symbolically shed their social garb.
54;They dress with little or no clothing and attune themselves to the wild.
55;eventually the party reaches an outcrop of civilization and the story comes to its climactic end.
56;The aborigine hangs himself and the sister dresses her brother in his hat and blazer and continues toward on to civilization.
57;Her husband comes home to tell her about his new promotion at work, but her mind is occupied with recollections of life in the outback.
58;the film operates on several levels.
59;On another level the film explores how subjective normalcy is.
60;In one scene the aborigine shoots and chops up a kangaroo.
61;I loved this movie when I saw it in college, but that was about 40 years ago.
62;Having also read the book, I know that he took his own life in the written story
63;Then he returns to the where the children are camping and performs his dance.
64;Beauty is basically a set of cultural attitudes, and primitive cultures usually have strict traditions of kinship and other considerations when looking for a mate.
65;This is private property, it's all private property.
66;Still a movie worth watching, but I no longer consider it a masterpiece.
67;I have seen it numerous times.
68;sociological, cultural, spiritual, and/or as a nature film.
69;It has stuck with all of us since and gone on to be my single most enjoyed film.
70;The good part was that, of course, I could see it on the big screen.
71;They would always be amazed at the beauty, the uniqueness of the story, the tone of the film and the emotional music.
72;My wife bought me the VHS tape a few years ago and it was the perfect gift.
73;I've listed my favorite 280 films and it remains firmly entrenched as #1 despite other great films being made over the years.
74;it should probably be rated PG or PG.13 due to two scenes, neither of which are graphic but place the film above the level of an otherwise excellent movie for the family.
75;What becomes clear when this happens anywhere on earth is what we share in common with each other, regardless of our upbringing.
76;Australia is also revealed in all its raw beauty, enough to be a major element of the film, almost another character.
77;The director's sense of his subject, of the proper tone to be set for this film is very evident.
78;He is in control, he is our guide into this world and, trusting him, we are rewarded with a story of love, loss, cultures clashing, wild Australian outback, native Australian merging with UK root Australians and all in the hands of three individuals who are a child and teenagers.
79;the innocence of the boy is a great treat in this film.
80;He is able to be a bridge between the two cultural worlds with little effort while his teenage sister and the aboriginy youth are virtually unable to cross that divide.
81;It's a filmed snapshot of our world, fresh in 1971 but all the same lessons fully applicable to today.
82;A shot rings out and the bullet hits the rocks by the boy.
83;He shoots at them several more times, then demands that they come back so that they can return home.
84;After a pause the father pours gasoline on the car, ignites it and shoots himself.
85;the movie is beautifully photographed.
86;The little brother is trotting along with the young man telling him a long and involved story about a boy on a ladder.
87;Not a word is understood but they both enjoy the experience.
88;The young man has painted himself and is dancing what appears to be a ritual of declaration to the girl.
89;this is on balance a wonderful movie that, for me, hasn't aged as well as I thought it would.
90;It's a film well worth having.
91;It's the human body .
92;This movie is an excellent breath of fresh air compared to the mainstream trash that Hollywood churns out, and it is a timeless and profound story.
93;After having viewed this film several times, I have come to the conclusion that it's probably one of the best films ever.
94;I think the scenes in the middle, with the three of them swimming and whatnot, are really what the film is about: finding transcendence, and that the possibility of that still exists.
95;this encounter which could have produced a lifelong friendship will end in a dramatic manner.
96;Because cultural differences are far more powerful than love or the desire to understand each other.
97;Simple story, simple theme but universal.
98;taking cinematography, admirable young actors and a light poetic touch are sufficient reasons to see at least once WALKABOUT.
99;It is also really amazing to observe how Nicolas Roeg has been able to convert this trip in the wilderness in a symbolic sexual initiation in the heart of a Nature that can only show the way to these young adults.
100;terrific video transfer and above.
101;beautiful shot this film looks amazing.
102;Good movie for it's time.
103;it may have to be viewed more than once to gain cultrual understanding.
104;i liked the sceneryThe best actor does not speak.
105;jenny is still beautiful today but, i can't make the jump from a dad trying to kill his own flesh and blood to jenny swimming naked in a clear desert pool.
106;One of the legends of Australian film, this journey into adulthood from an Aboriginal male and an Anglo.
107;australian female is a work of art
108;All great works of filmdom are controversial because they demand more than mere attendence.
109;That's unfortunate because it is worth the viewing again and again.
110;From the cinematography to the acting it is a seemless piece of genius which I will take years to fathom and fully understand.
111;It is a symbolic view of life and the clash of two diverse cultures as experienced by youth, innocence both imprinted by the reality of their respective cutures.
