1;Firefly fans will love this movie.
2;Even if you have never watched the series, this movie is a great story.
3;All worthwile, and some of the best entertainment of its kind in the verse.
4;A really good choice for Star Trek fans, a must for Firefly fans.
5;If you're a firefly buff, you have to see this!
6;I won't be a spoiler, but I will say I loved it!
7;Extremely well written, acted and directed, this was what I had been waiting to see for a long time in the realm of Sci.
8;everyone who still wants to see how great moviemaking can be, should watch this at least once in their life.
9;and then gorged myself on the delightful mix of science fiction and western memes, dark humor, subtle social commentary and comic=book violence of the 14 available episodes in a weekend.
10;But but treat yourself to the series first.
11;And the do this with fun doses of action and crisp, clever dialog.
12;Sure be great if there was more to see in this series.
13;This was a pretty damn good ending to an overlooked series.
14;It captured the essence of adventure so well and the chemistry between the cast was just perfect.
15;This movie takes everything from the series and expands upon its awesomeness even more.
16;Everyone should see this movie!
17;It is a great Sci fi series.
18;Would have had a great time watching the show.
19;A dramatic finish to the prematurely euthanized series Firefly.
20;Has all of your favorite characters, some of which are dropped in some pretty heart.
21;It's not as satisfying as another season would have been, but it's a good bundle of entertainment in its own right.
22;It ties so much of the series up and really is like a continuation of the show.
23;Browncoats the world over got a nice little gift when Serenity's Collector's Edition hit stores.
24;Fantastic new cover art and inventive presentation make this little beauty pretty before you even open the box!
25;Joss, Summer, Adam, Ron, and Nathan are fantastic as they go through the entire movie and reminisce 4 years back into their chance to keep flying.
26;Cheers to you guys, we got our Big Damn Movie!
27;The series is funnier + more entertaining.
28;it is a great action movie however.
29;star reviews and I read some of the 5.
30;witted and sharp as it was on the series.
31;I think if you go into this with an open mind, you will enjoy it for what it is.
32;a good selection of deleted scenes.
33;If you can get work, you take it.
34;But Serenity is written so that you can just hop into the story without knowing the TV series.
35;With smart and not so smart dialog, the two.
36;This is a great Sci Fi movie.
37;One of the all time best movies ever.
38;Joss Whedon is an excellent writer and director.
39;What really puts this movie above the rest is the number of times you can watch it, this is one of the few movies you can watch over and over again and be satisfied.
40;there are a lot of characters in the film, but Mr. Whedon combined them all rather well.
41;It is a film with a great plot and excellent storytelling.
42;the comedy is by far my favorite from this movie.
43;I was laughing out loud quite a few times in the theatre.
44;This movie was incredible and one of the best movies in recent years.
45;a good movie with a good plot.
46;maybe its not for everyone but everyone I know except one person loves the movie and has seen it multiple times.
47;this movie brings back the magic that was once there.
48;Those that truly appreciate it do so for the fact that it is fun to watch, moving to listen to and gets the heart rate going no matter how many times you see it.
49;This is classic mythos in modern form once again.
50;Great way to watch the movie.
51;fi film that captured the magic, romance, humor, and adventure as well as Star Wars.
52;joss Whedon is a genius.
53;"He ""gets"" life, and he ""gets"" the pathos required to make a character truly lovable."
54;This is a movie for intelligent, mature, movie lovers.
55;Support this type of creative and artistic direction.
