id;spiegazione
1;I was glued to the movie and Chaplin's Tramp was always getting into trouble.
2;I just got this in the mail today and immediately popped it in when I got home from work.
3;The picture is so vivid it's as if I'm in the room with the cast.
4;you know, you just have to say his name and you start to smile.
5;The funniest parts are when he's in the feeding chair, and when he keeps tightening the bolts on everything, including that lady's buttons.
6;I think the funniest stuff is the 1st half.
7;I can't help but have a big smile on my face whenever I watch Charlie Chaplin.
8;Maybe it's because whenever I see him I think back to when I was younger, and spent several hours in front of the tv watching his movies, or maybe it's simply because, the man was funny!
9;This movie has what I feel is one of the most heartfelt endings in movie history.
10;As we see the tramp and his then wife, the very beautiful Paulette Goddard walk into the sunset.
11;But what they do have is their love for each other.
12;It's a very emotional scene.
13;He could create some of the most funniest things ever filmmed and at the very same time could think of the most heartfelt.
14;We have Charlie actually getting caught inside one of the machines!
15;This is a movie filmlovers of all ages should watch.
16;A wonderful movie by one of the funiest people that ever lived.
17;A real treasure for everyone to see.
18;I love the guy and the use of the camera was so great for the time period.
19;The skating scene is great and the plot's good as well.
20;The hearding dissolve at the beginning is a great touch.
21;The only down side is that many people today might not conect as well to the humor, but the character is definately something to remember, and it's worth watching.
22;It must be sme form of genius, what he did.
23;I know he probably put so much of himself into it, because as slapstick as it may be, there is honesty in what he did and the messages he tried to get across using a good medium.
24;Chaplin is timeless in this comedic tour de force.
25;It is a classic in comedy.
26;From start to finish CHAPLIN delivers in grandy.
27;ray is a remarkable transfer considering this film is close to 75 years old and a very worthy addition to any collection.
28;This masterpiece left me wanting more.
29;The most interesting thing about rewatching this classic is to see how Chaplin invents cinematic technique as he goes.
30;expressionist production design are both striking.
31;Chaplin's Modern Times provides what you would expect from a Chaplin film: slapstick humor, a serious theme, fantastic acting.
32;this is a film that I can watch over and over again.
33;It's that each aspect of the filmmaking pulls together to form something greater than each individual part.
34;The story ranges from big topics concerning the Great Depression and dehumanization, while successfully balancing that with the small love story between the tramp and the gamin.
35;this is rightly hailed as the last great silent movie, albeit one made several years after sound has become the norm.
36;Chaplin is making a silent film using sound technology, meaning he has the option to take the best of the both worlds.
37;His next film, THE GREAT DICTATOR, wouldn't quite get this mixture right, but it's a success here.
38;They analyze the film's jokes, its metaphors and its themes.
39;Also included in the documentary is some footage of Chaplin meeting Gandhi.
40;Great rendition of a great song.
41;It's a fascinating look at what film means to people who have never actually watched one before.
42;But the villagers laugh at the right places and seem genuinely enthused.
43;The documentary is well worth watching and will fascinate anyone with an interest in the societal ramifications of film.
44;the picture restoration on the main feature is also fabulous.
45;It's a great film, but it's also extremely representative of his body of work.
46;It has comedy, it has pathos, it features the tramp, it has a message.
47;And it's also one of the most influential movies that Chaplin ever made.
48;And if you haven't seen it before, then this is absolutely worth a gander.
49;You'll be surprised at just how modern and fresh this classic movie is.
50;I like the silent Chaplin best, without his political preaching.
51;I use it in acting class.
52;You know it's a good movie when 13 year olds yell at you not to turn it off when the bell rings.
53;It's a classic, with footage that's been used and reused for years.
54;Of note it is kind of cool to Chaplin doing coke jokes .
55;Silent film comedies never seem so edgy .
56;ray edition of Chaplin's masterpiece on modern life contains:* New, restored high.
57;I rate this movie 5 stars or 9 over 10.
58;This movie is timeless, a masterpiece, a pleasure to watch and watch over and over again.
59;The theme of the movie is how technology alienates the human being.
60;There we watch one of the funniest scenes of the movie, the lunch with some white powder.
61;In the times of the Great Depression, Chaplin portraits the unemployed and the hunger.
62;A classic, a masterpiece, a timeless movie!P.
63;This is truly Chaplin's masterpiece.
64;One of the best films he ever made.
65;Charles Chaplin's amazing subtle approach to the modern society is so vibrarant through this film.
66;The eternal song Smile so tragic but so optimistic, there is still road ahead, you have to just put up a smile in the face of worries, and move on.
67;After approximately 60 years this film is still quite applicable to our present day society.
68;Man turning into machine and we swimming amongst the sprockets of the mechanical age, is a sight worth seeing.
69;Truly a masterpiece, in every right.
70;Chaplins Modern Times is stupendous social satire of the living and working conditions during the depression.
71;Godard is brilliant in the role as the woman living by her wits and she sure is very attractive and quite beautifull and one does not have to think twice why Chaplin picked her to star in this movie.
72;Chaplin is an amazing actor and he plays the role with dedication, fortitude and he must be ranked as one of the best actors of the begining of the 20th century.
73;This is a movie that was considered one of the top 100 comedies of all time and I totally agree.
74;It is the least sentimental of his great pictures, and might be his most popular because of it.
75;he's happy in jail and taken care of: it's better to be there than in the world of no work or where he's brutally victimized.
76;He befriends an innocent gamin (Paulette Goddard) living by her wits, and the scenes with her are lovely (minus the pathos).
77;a movie screen, a radio, a phonograph.
78;For once at the end he gets the girl.
79;She loved it and has watched it several times.
80;Funny th think of her watching this classic which I so enjoyed as a youngster!
81;My favorite scene is that with the feeding machine.
82;Fantastic Criterion Collection copy of this great work, which uses the amazing comic vernacular that Chaplin himself invented to convey his view of the human consequences of early 20th century industrial capitalism.
