id;spiegazione
1;"Season 7did brilliant comedy about ""nothing,"" 'Annie Hall' said a great deal about a lot of things of varying magnitude in this funny Woody Allen movie masterpiece."
2;Episodic for sure, Allen's directing and co. writing take everything bothersome and makes it into an honest labor of love.
3;'Annie Hall' is exceptionally funny.
4;"He talks about the meal and tells of a companion who said, ""I had salad."
5;Similarly, he's great at showing what it's like to be scrutinized as a dinner guest.
6;Pet peeves are also confronted to provide creator and audience with plenty of therapeutic laughs.
7;'Annie Hall' is just delightful fun.
8;Chockful of wit and candor, it is a sustaining comedic classic.
9;this movie sets the tone for Woody Allen's entire career.
10;Diane Keaton is great, Paul Simon is perfect in his role, If you've liked any Woody Allen movie or enjoy Rom.
11;my love affair with woody allen films came with Annie Hall.
12;it was the greatest thing i have ever seen.
13;the universal sentiments on relationships, jealousy, infidelty, insecurty are universal and truth full.
14;this movie trancendes race and income because we have all loved and broken at some point.
15;Worth owning and lendign out
16;Annie Hall directed and starring Woody Allen is his best and most funniest film of all.
17;But the person I admire the most is Diane Keaton who won an Oscar for Best Actress and she much deserved it.
18;I highly recommend this entertaining and somewhat serious look at relationships at any age.
19;Definitely on my desert island list!
20;"I've only seen this movie 17 times, and I am still ""peeling the onion one layer at a time"" of this deceptively simple adult romance."
21;"Incredible blend of joy and pain and ""laugh."
22;One of Woody Allen's best films.
23;two years after it's initial release, ANNIE HALL remains one of the best romantic comedies of all time.
24;While standing on the balcony talking to each other, their personal thoughts are shared with us via sub.
25;there is a wonderful supporting cast.
26;Tony Roberts is Alvy's macho best friend who prefers Los Angeles to New York and Woody tells him the only cultural advantage to living in L. a. is the ability to make a right turn on a red light (this is still illegal in New York City).
27;He tells Woody he moved to L. a. because New York has gotten so dirty .
28;aNNIE HALL is a wonderful film to add to your collection.
29;But the point is this it is the same subject that Woody addressed there even though chronologically Annie Hall came first by a couple of years and received the lion's share of kudos and awards.
30;Here he adds a flourish by contrasting old New York (in the 1970's) to up and coming California as the cultural mecca of the American empire.
31;add to that the perennial issue of Woody's struggle with `interpersonal' relationships and his angst.
32;driven desire to understand the modern world and you have a very fine social commentary of the times.
33;Needless to say Woody's love interest Annie Hall (as played by his then paramour Diane Keaton) keeps him hopping.
34;As does an ensemble cast that works well together as foils for his ironic and savage humor.
35;The only surprise in revisiting this film recently is how well Keaton played her role as an up and coming torch singer.
36;phrases from this movie are part of our lives.
37;It has aged very well, as the realities of relationships that it depicts are pretty timeless.
38;Next best thing to Breakfast at Tiffany's.
39;Diane Keaton is fantastic and Woody Allen tells a great story that remains true today, Classic!
40;But, it was really nice to see a young Diane Keaton be a hippie and that relationship and social dynamics haven't really changed.
41;The flashback scene to Woody's childhood, with an adult Woody and Diane watching comes to mind.
42;In my opinion, Woody's humor only works well in light comedies.
43;This movie is a classic and never gets old.
44;She has such a sweet voice and should record.
45;Come on Diane, you can do it!!
46;Oddly funny as all Woody Allen movies are.
47;This is definitely and absolutely an Oscar winner!
48;Diane Keaton was more than perfect for this role!!!
49;Hope she makes a lot more movies.
50;It took little longer than stated to arrive to me, but it was in great condition.
51;Hailed as Woody Allen's finest film, `Annie Hall' has some pretty weighty expectations to live up to, and what amazes me is that each and every time I watch it I am reminded of why Allen is loved to much among the cinemaphiles like myself.
52;i can't for the life of me decide which film I truly prefer (`Annie Hall' or `Hannah and Her Sisters') but fact remains that both films are cinematic gems.
53;"Sure, the delivery is sporadic and spontaneous and at times it throws you off, but that's the kind of friend Woody Allen is
54;what I think is so poignant about `Annie Hall' is that it depicts a relationship that is as average as they come and so any and everyone can relate and draw from this film.
55;The audience can immediately place themselves in the film and understand both Singer and Hall and this helps the audience make a personal and emotional connection to the material"
56;The film beautifully captures the strains that insecurities and difference can cause on a relationship and approaches the subjects of independence and desire with precision and grace.
57;the film is only elevated by the brilliant performances by the two leads.
58;Keaton, who rightfully won the Oscar for her performance, is exciting and mysterious, intriguing and complex.
59;Her character is desirous from the very beginning and she builds on her intricacies magnificently.
60;Allen is a revelation, and in all honesty my favorite part of the film.
61;His neurotic shtick can get a little tiresome (as was seen in `Scoop') but here he is genuine and passionate with his delivery, to the point where he is not only tolerable but wholly enjoyable.
62;`Annie Hall' has already received classic status and will always be regarded as one of the finest films of all time.
63;Coming from a man who was once put off by the auteur that is Woody Allen, this is truly an astounding film.
64;For us that like a good laugh, this is a wonderful romance.
65;one of my favorite scenes must be the spider in her bathroom scene,makes me laugh just thinking about it.
66;"another scene that's great is Woody's meeting with her very ""New England Type"" family."
67;This movie is a true delight, with subtle balance between comedy and drama.
68;It's done with such a great taste and in my opinion, it's one of the few that can be a pride of American cinema, at least in its genre.
69;It will probably remain a perennial favorite of certain audiences, and there will never go out of fashion.
70;It's a kind of a movie that one can watch when the mood is not too great, somehow it's uplifting.
71;I'm a late bloomer to seeing Annie Hall, but it was worth the wait.
72;I'm also not a Woody Allen fan, but he was the perfect foil.
73;Diane Keaton just added the topping on the cake.
74;"I thoroughly enjoyed this movie
75;Great movie for its genre"
76;Now I know why Woody Allen is such a comedic master.
77;Rocky was a big winner in 1976.
78;I love that I was able to instantly watch it and see it for a fill 24 hrs.
79;I knew this was the film that won the Oscar in 1977, the year of Star Wars .
80;since that day I am a real Woody.
81;fan and I have seen nearly every film of him.
82;His pictures are among the most witty, funny and sophisticated out there and Annie Hall shows him in peak form.
83;Individual scenes, like the one involving Marshal McLuhan, are real gems.
84;If you watch it once, you will watch it over and over again.
85;A real pleasure from Woody Allen, about the beginnings, and the end of a trying relationship.
86;He really shows how people grow and change in the course of being together.
87;Diane Keaton gives a great, Oscar winning performance of a young singer trying to make her big break in NYC.
88;Woody Allen is a terrific director when he leaves himself out as an actor.
89;The best example I can think of is Midnight In Paris, one of my all.
90;Allen directs Annie Hall with himself as the male star.
91;His love intrest is Annie Hall, an adventurous, independent woman, played by Diane Keaton.
92;His family is a classic Jewish movie family.
93;Annie on the other hand grew up in a nice midwestern town with her nice midwestern family.
94;comically philosophical character, is so frustratingly realistic.
95;And at the same time he manages to write characters and direct in such a way that you have to laugh!
96;Because it is all about the small things in life, though in this case put into an academicized environment.
97;annie Hall remains the best of all Woody Allen's genius movies.
98;see for anyone who's interested in movies!
99;the single most famous scene from the movie is the encounter between Allen's character, Alvy Singer and Annie Hall, played brilliantly by Diane Keaton, after their tennis match with Annie dressed in her classic layered look with vest, men's tie, and balloonish trousers.
100;From this one scene came a whole late 1970's fashion trend, the `Annie Hall' look of layered, mannish clothes.
