id;spiegazione
1;I was suprised that I enjoyed this film as much as I did.
2;He did a great job in this film.
3;Love, love, love this movie.
4;entertainment goes, it isn't bad.
5;decent directing, the pace never becomes dull.
6;'Cast Away' is an emotional and more relatable step up from 'Lord of the Flies' and your average shipwreck movie.
7;consuming and often unpredictable job his long.
8;He does his best to squeeze his girlfriend (Helen Hunt) into a schedual so busy around the Holidays that he carries a beeper with him to Christmas dinner.
9;In the 80s' especially weve scene Hanks' phenomenal comedic abilities, his obvious talent at drama and the trademark ways about him that, well.
10;To tell the truth I thought a big jump in time as you'll see, would ruin the movies' genuine effect.
11;the entire movie is summed up in a quiet speach he gives to a friend.
12;over him, that he has to stay alive.
13;'Cast Away' is a refreshing and meaningful comedy/drama that will be well appreciated in the years to come.
14;Having not yet seen CASTAWAY at the time of the Oscars, I was pleased when Crowe won Best Actor.
15;Gladiator was one heck of a fun flick.
16;And that is another sign of Hanks' great talent.
17;He is the most watchable man in film these days.
18;An excellent dramatic performance by Tom Hanks.
19;His display of fear, dementia, hopelessness, and loneliness is genuine and powerful.
20;By the same token, his moments of hope and happiness are both believable and imaginable.
21;One of Tom Hanks' best performances, easily.
22;This was a great movie, how did I go so long without watching it??
23;Great date night movie for the family!
24;to come to the right side.
25;I feel like the kid that is holding that last piece of candy, you kow, the one who grabs a good thing and runs with it.
26;Castaway, was a fully envolved project that has a very good payoff.
27;I understand film, and I understand plot.
28;But what about those people that he touched, what kind of effect did his life leave, and what things needed to change.
29;He had to go back, so we could see the answers.
30;He is still on the raft, and the boat is floating beside him, and he can do whatever his heart leads, on the crossroads of his life.
31;Definitely and cerebral and well thought of and I gotta fill out how many more words?
32;This is an excellent movie.
33;So excited it's now on blu ray.
34;Tom Hanks always does a great job and this movie won't let you down
35;It's one of those movies that grows with you over the years.
36;Every time I watch it I learn, notice, reflect on something new.
37;The beginning and middle are the best and satisfying parts, the last hour is a bit of a letdown and the ending is left open so the viewer can ponder what road this man has decided to embark on.
38;Hanks is the best thing in this film, his acting is remarkable, only he could pull off this quiet but intense performance.
39;Cast Away is worth a viewing, so check it sometime.
40;I love the movie because it showed his survival there
41;Someday way in the future we'll look back on all the great actors of this century and Tom Hanks will be one of the greatest!
42;I loved it, it is fantastic, Tom Hanks had a tough job in going against Russell Crowe, but lets face it, Hanks has already 2 awards, let's give the new guy a chance.
43;The sound is great, the picture even better.
44;Cast Away reunites once again the awarded team Zemeckis / Hanks, and once again they made a good film.
45;There are several remarkable aspects in Cast Away : overall the cinematography is excellent, the photography is quite realistic and Tom Hank's characterization is also great.
46;robert Zemeckis and William Broyles (screenwriter) showed a lot of creativity by including the lovable character Wilson , definitely a character to remember.
47;technically Cast Away is almost flawless, like all the movies directed by Robert Zemeckis, and overall the story is very good and realistic.
48;at the end of the day, Cast Away is a worthy movie.
49;Specially for Tom Hanks' fans or Robert Zemeckis' fans.
50;Tom Hanks was brilliant but he played second fiddle to the FedEx logo.
51;er, well she played Helen Hunt.
52;It was interesting to see how he was going to do things to survive.
53;Okay, put on your glasses and look again: That's right.
54;There is a space between Cast and Away.
55;Imagine if there is anyone else doing the exact same thing to a ball and still make you laugh, at the same time, break your heart.
56;This unopened box is his hope.
57;Nothing in real life is always satisfying, and Cast Away tells us exactly that.
58;At first it mercilessly strips us apart from the civilized materialism, then gives us hope and makes us strong.
59;It shows us the majesty of mother nature and the struggle against the odds.
60;He achieved his mission of delivering the box back to its owner, (despite it disobeyed the over.
61;minded friends at the premier of I forgot what you did last summer .
62;perfect for quiet time, or having it on in the background while you work or lounge.
63;i do love this movie, though some of the parallels to the evolution of modern man are totally obvious
64;tom Hanks, once again, makes a great presentation as a castaway on a deserted isle.
65;He keeps himself sane by making a best friend.
66;The portion of the movie which takes place on the island is great, although I wish they hadn't glossed over the suicide attempt.
67;Tom Hank's best performance yet.
68;He really played the part when he and Wilson got separated.
69;How one man can play volleyball against his best friend, who is in fact the volleyball at the center of the game itself, is a riddle wrapped inside of an enigma, shipped in a Fedex Box.
70;i previously reviewed this movie it is outstanding .
71;tom Hanks does and award winning job in this movie .
72;I thought this was a good portrayal (though glossed over, I'm sure) of some of the physical and mental issues to be overcome in a situation like this.
73;Anyway, it evokes empathy in the viewer, and hopefully a new way of understanding ourselves and the people around us who have all experienced such a diversity of ups and downs .
74;I've seen triumphant dramas that had much more substance and a well conceived plot.
75;On each end of the movie is the story of his life back in the real world
76;however, the heart of the movie involves Chuck's time on the island, and it is simply Hanks at his best.
77;No offense to Russel Crowe, but how he won Best Actor for playing a stoic, monosyllabic gladiator over this performance is one of life's great mysteries.
78;For fans of great acting performances, this one is highly recommended.
79;It is definitely a thinking movie and comes close to being a romance although there isn't enough time to really develop relationships with other characters.
80;A very challenging premise, this movie could have easily turned out to be a boring disappointment, but the challenge was met and the film shines.
81;hanks must act with himself and develops a relationship with Wilson on the island, which turns out to be an experience well worth watching and reflecting about.
82;Hanks performance is very convincing and this film is a very strong recommendation.
83;I've always loved this movie.
84;My students enjoyed it very much and it kept the students engaged till we finished the book and watched the Life of Pi movie
85;This movie reminds me of Forrest Gump because of the sentimental themes, the subtle, creative symbols, and the proactive, determined struggle of the main character, which happens to be played by Tom Hanks in both movies.
86;the theme of this movie is about what is really important.
87;He's constantly working and flying all over the world.
88;He exchanges Christmas gifts with his girlfriend at the airport in the car then hands her a wrapped gift which is obviously an engagement ring.
89;He tells her to hold on to it until New Years Eve, and promises he'll be with her then.
90;She gave him a family heirloom pocket watch with her picture in it.
