id;spiegazione
1;"that being said
2;In my opinion it is far superior to Kubrick's rendition of the shining any day.
3;Having seen the snippets of Jack Nicholson's skillful performance, I partly dismissed the movie.
4;the film seemed a novelty, something entertaining in a way it wasn't intended.
5;Between Stanley Kubrick's amazing direction and Nicholson's and Shelly Duvall's excellent performances, first impressions can be misleading.
6;Watching `The Shining' is a real treat.
7;most people are familiar with either the film or the Stephen King book or both, so I'll be brief about the plot: Jack Torrance (Nicholson) is a former Vermont school teacher, transitioning as a novelist.
8;A visionary of sorts, his other personality picks up on future ominous events, making the boy dread their new venture.
9;both the story and Kubrick's masterful direction make 'The Shining' a horror classic.
10;From the start we get vertiginous mountain views and all of the visions seep into our unconscious core, making the deep winter mountain adventure chilling indeed.
11;Whether from the point of view of boy on a Big Wheel or in an outdoor labyrinthine evergreen maze, the suspense of danger around every corner is palpable.
12;despite this minor objection, `The Shining' is a thriller.
13;The aftermath of my latent viewing is awe for Nicholson's creepy performance as the slowly transforming Jack, and Duvall's portrayal of growing terror is unnerving and frames Nicholson's performance perfectly.
14;Like Linda Blair before him, Danny Lloyd is perfectly believable as the little boy.
15;Being a fan of """"The Shining"""" I was impressed with the clarity of the detail and the sound."""
16;I felt I was watching it at the movie but with the comfort and the privacy of my home.
17;Whether you have seen this movie or not it is really worth your money.
18;And the price is priceless.
19;Stanley Kubrick is a genius.
20;But this is a good movie nonetheless.
21;I was surprised to read that Stephen King did not like the adaptation.
22;Of all his movies that were adapted, I think it was one of the best.
23;it was directed by the greatest film maker ever,stanley kubrik.
24;it starred the greatest actor ever,jack nicholson.
25;jacks a writer and so he thinks the quiet will be good.
26;jack nicholson stars in it.
27;it was classic!the director is the best one ever,stanley kubrik who made such classic films as,2001:a space oddysey,a clockwork orange,full metal jacket and eyes wide shut.
28;it was hilarious!its a classic!id say kubriks 3rd best film and the 12th best film ever made!the best horror film ever so therefore the best stephen king movie also.
29;any true film lover will love this one.
30;this is a bit emotional.
31;jack nicholson gave his best performance ever here.
32;although one flew over the cuckoos nest is neck and neck for his best acting.
33;is it as good as the hype?no.
34;its a long one but worth every minute.
35;Wonderful film, Nicholson most assuredly owns his role in this film like no other.
36;Jack Nicholson is again his best.
37;This classic remains a sensational, psychological thriller over 25 years later.
38;The story remains the same but now it comes in fantastic high definition.
39;Although it's Kubricks vision that makes this movie so enjoyable.
40;set in beautiful Colorado the story is dark in a bright environment.
41;This friend tells Danny things that seem to exhibit a special ability.
42;Jack's wife Wendy just seems to want everything to go right in their lives.
43;most of the acting is excellent in this movie and the scenes are still scary at times.
44;Even though movies have become more action packed and fast paced The Shining still shines.
45;The picture is better and the price is right.
46;For people who want to add a wonderful classic to their Blu.
47;Watching this as an adult I found the movie to be absolutely entrancing.
48;But despite knowing pretty much what was going to happen, there were still a number of unpredictable surprises.
49;It's a great movie with a classic performance by Jack Nicholas.
50;If you want to be entertained by a classy thriller, see The Shining.
51;i read the Stephen King novel twice before I finally got to see this movie at a late night showing in Southend, Essex(UK)in the 80's.
52;'The Shining' has influenced me throughout my life.
53;I took my film club buddies to a special screening of `The Shining' at the REX Cinema in Berkhamsted, a beautiful red and gold art deco cinema, unmatched by any other venue here in the UK.
54;The atmosphere of The Rex was perfect to see `The Shining'.
55;The icing on the cake, which was unexpected, was that Kubrick's daughter introduced the film.
56;It was a dream come true to see this film for the second time on the big screen.
57;Wayne's totally right, the film is an experience and one that I've cherished.
58;i remember when I was at drama school we had to be a famous person for a day and I chose to be Jack Nicholson.
59;Great memories!The film had an ongoing impact with me, 'Jack Torrence' would be the part I was born to play, but damn, Stanley made it when I was too young to play a recovering alcoholic father.
60;my friend Guy has an actual framed print from the film which is very cool, I have a Blu .
61;The making of `The Shining' by Kubrick's daughter is enlightening, especially about Kubrick's demands on Shelley.
62;"Kubrick's obsession with attention to detail is crazy or genius
63;You could research so much about this film online, it really is that interesting.
64;I hope this film holds it's value in the future, it's so unique.
65;i'll leave you with this thought"
66;a Jack Nicholson lookalike (one that can act of course) comes after you.
67;Kubrick's art of using that shrill violin to set you on edge was great .
68;The Shining starring Jack Nicholson and Shelley Duvall is a solid horror film from start to finish.
69;Stanley Kubrick directed this film and the movie is based on Stephen King's novel of the same name.
70;Parts of this film who definitely freak you out, I highly recommend purchashing this '80s classic, enjoy!
71;"one can see that this is more than a regular ""horror flick."""
72;Third, the film is about the illusion of middle.
73;Because people generally accept well.
74;presented things uncritically (e. g., a visually flawless movie), it is imperative that incidents like Kubrick's depiction of gayness in The Shining be viewed and spoken about with critical eyes.
75;other than that, The Shining is one of the best filmed and acted movies in the history of moviemaking (e. g, the Steadicam scenes, the meticulous camera shots, Nicholson's snarls and facial expressions, etc.).
76;While many aspects of the Stephen King novel were changed, Kubrick captures the terror and fear of madness mixed with resident evil.
77;This movie is worth seeing just for the incredible photography and haunting music (with its basis a Gregorian chant for the dead), to say nothing of Jack Nicholson's over.
78;top acting and a superb supporting cast.
79;here's johnny is the best
80;Stanley Kubrick and Stephen King make the perfect couple in this instant classic.
81;Jack Nicholson's mesmerizing performance didn't hurt either.
82;At 13 there were some parts of the plot I couldn't grasp at the time, but even then I knew a great movie when I saw it.
83;The inside shots were filmed in England I believe.
84;Kubrick and the writers use so many great suble tools to make the movie effective.
85;The characters are interesting enough.
86;Still, the Jack we see for the first half of the movie is a steady person.
87;the Shining reminds me of The Ring in some aspects as it uses quick but powerful images to direct the movie.
88;Therefore it is definately worth owning.
89;Now as an adult i can appreciate how great the movie is.
90;From the director to the actors its one of the master pieces of cinema and one of the most freaky and scary movies ever.
91;It's really a good movie and I see why everybody still loves it years after it was made.
92;I'd recommend it to anyone.
93;The product came fast and in excellent condition.
94;The Shining, based on Steven King's novel is a masterpiece!
95;This movie had some but since the movie was very interesting, I was still able to watch.
96;i thought that the movie was very well done.
97;Jack Nicholson's acting was very good and it seems that he is the one that really fits to the character.
98;The special features is also interesting, featuring the making of The Shining.
99;The music is very haunting and the scenery is good.
100;This film uses such imagary and atmosphere it's quite an intense experience to watch and so it has to go down as one of THE great films love or hate the story.
101;The direction is so utterly unsettling it will have you on the edge of your seat and leave you cold at the end, the true elements of any horror film.
102;this atmospheric thriller is sure to creep you out with its pacing, eery editing and cinematography (those tracking shots are highly effective), and Jack Nicholson's powerful performance as Jack Torrance.
103;It's a gripping and satisfying film experience, and in my opinion, one of the best films of the '80s.
104;release is definitely the version to get.
105;In the way of extras, there is an engaging half.
106;It provides a candid experience of the film's creation, and interviews with some of the actors.
107;There's also the spooky trailer, which shows how a movie preview can perfectly pique one's interest in a film, without spoiling (or even saying) much.
108;This movie has very little to do with the book, but it is very good.
109;Tight suspense and great use of scoring to keep you rattled.
110;Years later I watched it again and loved the movie.
111;The way I see it is like this, the book was incredible, the movie is incredible, they are two seperate things and should be viewed as such.
112;Nicholson and Duval were both perfect and horrible casting at the same time.
113;Because of this, the first half of the movie is a bit hard to swallow, once she reads what Jack's been writing however, the casting is perfect.
114;as for this new edition included are two new documentaries about the movie with interviews with crew from the film as well as Jack Nicholson and others who are fans of the film (Steven Spielberg for instance).
115;The docs are interesting to watch and learn about some of the behind the scenes stuff.
116;There is also a piece with Wendy Carlos who did the music for the film.
117;If you can find a copy somewhere, give it a spin sitting alone in your house at night!
118;a nice upgrade from previous editions of the film.
119;It it a bit slow leading up to the climax, but man Jack Nicholson is worth it!!!
120;He is by far one of the scariest characters yet!!
121;I read The Shining several months ago and found it to be very gripping.
122;Though there is not much action to speak of, if you sit back and really watch the movie and understand the characters it gives you a look into the human mind and how easily it's corrupted.
123;Jack Nicholson was, in my opinion, perfect for this role.
