1;Well some people found the storyline too confusing, but after seeing this film in theaters, I was convinced it is one of the best films of the year.
2;It's a pretty long movie with an awesome plot.
3;The storyline keeps you guessing, and even when you think it's over, it's not.
4;It's definetly a rush, and will keep you intensed until the very end.
5;I recommend this product to it's fullest
6;prosecuted innocent for a system that works most of the time?
7;But not all of it?In working out this plot via some of the wittiest screenplay to come along in a while and one or two superb chase scenes, the movie entertains and provokes.
8;colin Farrel threatens to outshine Cruise, but both do their job well.
9;But promising of a very enjoyable *once*.
10;fi thriller that poses the question, if you haven't commited a crime yet, how can you be charged for it.
11;This sends him on a tale that'll change his life.
12;Well crafted, beautiful, and a fun ride as well.
13;Steven Spielberg crafts yet another wonderful movie to watch.
14;The film was so excellently executed, and this film MORE than makes up for Steven Spielberg's sci.
15;'Minority Report' is a fascinating excursion into the future, 2054 to be exact, where pre.
16;be prepared for an entertaining adventure that boasts not only wonderful special effects, but a lot to think about as well.
17;A respectable attempt, tainted by clean sets and clean clothes and clean actors.
18;Tom Cruises futuristic thriller Minority Report is absolutely fantastic.
19;the murder rate drops to 0 and the system is perfect.
20;well one day tom cruise gets his name as a would be murderer and decides to buck the system.
21;this is his best work ever though.
22;tom cruise does a great job in this one.
23;this is a very good movie all in all but the hype makes it sound better.
24;this is tom cruises 2nd best movie.
25;A couple scenes showed real promise, but all in all.
26;This is an excellent movie.
27;Tom Cruise has proven to be an incredible actor over the years.
28;He shows an incredible versatility in his acting.
29;Still, nothing will ever top `Blade Runner'.
30;It would be paradoxical with respect to our time, for time travelers to have moved from any time ahead of us to an earlier time ahead of us on through to times behind us.
31;i liked the realism of this film, real in how it has a built.
32;It would have access to a lot of government developed and spy agency utilized memory affecting drugs, compounds etc.
33;crime is a most interesting judicial concept.
34;There is a protective mechanism that helps the mind to block early developmental traumas.
35;should have been a winning combination.
36;Spielberg has brought us some of the greatest movies (Jaws, Raiders of the Lost Ark, Close Encounters), and it is safe to say that he is one of contemporary America's greatest filmmakers (certainly one of the most influential), but with Minority Report he failed to reach the greatness found in his previous movies.
37;Tom Cruise is one of our biggest box office draws, and with good reason, he's a great actor.
38;And Philip Dick is one of our greatest science fiction writers.
39;This movie could have been so much, great writer, great actor, great director, but in the end, it simply fizzles.
40;And we, of course, have the obligatory happy Spielberg ending.
41;I'm not saying it's the best movie ever, but if you're looking for a way to pass a lazy evening, this'll keep you way happy.
42;There's enough plot twists and action scenes to keep anyone happy.
43;Minority Report is definitely one of the year's best movies!
44;Cruise is a good actor and this movie is a must.
45;It's a fast very creative movie.
46;Spielberg has a great visual imagination!
47;It's very entertaining and thought provoking.
48;It's a delightful movie with great graphics.
49;The whole cast did a great job as well as the crew.
50;It's deserves the raving reviews and the 100 millions it has received on the box.
51;It's something for all Spielberg and Lucas film fans.
52;The film is pretty futuristic and makes you wonder.
53;It's dazzles the mid and the action sequences are award.
54;It's something that'll be remembered as a great sci.
55;Precrime is a program that uses the vision of psychics to put the future killers behind bars before they've done anything.
56;John Anderton (played by Tom Cruise) is a Precrime enforcer who believes it's great due to the fact that in the past his son had been abducted.
57;spielberg and Cruise are good together.
58;It's intelligent and certainly compelling.
59;The gadgets are very futuristic and are another enjoyable part of the movie.
60;The story and the plot holds you at the edge of your seat.
61;It's a little something that almost everyone will love.
62;It's has scenes that you'll remember in a long time to come like the Jetpack chase.
63;fantastic!It's something that all Sixth sense, AI, Tom Cruise, Spielberg, and Lucas fans will appreciate.
64;It's something that fans of Blade runner will love.
65;It's thoroughly entertaining and Kind of creepy!
66;Fascinating ideas and gripping scenes make this movie great!
67;This movie is an awesome science fiction thriller.
68;I loved A. i. Artificial Intelligence, but this is ten times better.
69;I loved every minute of it!
70;The 2h40min was all worth it.
71;This chilly tale of one man's haunted past AND future is a must see!
72;Very much along a typical Spielberg's recipy: great idea converted to be available for any type of customers, a perfect mediocricity.
73;under the vision of Spielberg, the movie is ladden with action, drama, surprise twists (the whole gammette) and is surprisingly stocked full of laughs from all directions.
74;Spielberg's setting is astounding, with a mix of classic Victorian and astonishing sidewinding skyscrapers, and Cruise moves through it with panache unheard of in action films.
75;Spielberg will enchant you with sympathy for the precognative beigns who wail away their lives in a vat of mysterious liquid, their heads incessantly bombinated by visions of future murder.
76;He will whisk you with feeling of vengance for Anderton's supposed enemies.
77;Then he will pull the hook and get you with the surprises.
78;Minority Report is a great dive into the possibilities of a multi.
79;It's long, but the story gets deeper and deeper as you go right up to a surprise ending.
80;A great thriller with twists and turns, that you will never know the answers to our heroe's questions until the very end.
81;this year's best thriller yet!
82;"Based on a short story by Philip K. Dick (whose works have inspired such sci fi noir films as Ridley Scott's Bladerunner and Paul Verhoeven's Total Recall), Minority Report is one of those rare action movies that engages the mind while giving the audience an exciting ""race the clock"" chase in a futuristic Washington, D. c. it is the year 2054, and the Nation's capital has been rendered homicide."
83;It is a flawless system, and with crime at an all.
84;time high in the U. s., Precrime seems to be the perfect solution.
85;and the audience will also see that the relatively young and dedicated Precrime chief has his own weak spots.
86;spielberg, working from a screenplay by Scott Frank and Jon Cohen, has made one of his best films in recent years.
87;He gives the audience a plausible vision of a future America where eye.
88;And even though Minority Report is also a cautionary tale of the abuse of power, the corrosive effects of grief and revenge, Spielberg's themes of hope and love shine through in this riveting and sometimes chilling sci.
89;Like Ridley Scott's Blade Runner, Minority Report is destined to be a classic of the genre.
90;"For as odd as it may seem to be, I actually found that I enjoyed Steven Spielberg's lastest film, ""Minority Report""."
91;"But, with ""A. i."" and now this film, Spielberg I feel has made back to back entertaining films."
92;Minority Report starts out in the year 2054.
93;And Precrime Law Enforcement is the new wave of the future.
94;Precrime as the title may suggest, is actually able to know in advance when a crime will take place.
95;And perhaps they are right, but, in order to enjoy the film, we must go along with it and accept it's ideas.
96;Tom Cruise plays Detective John Anderton, one of the best and hardest working cops at Precrime.
97;Anderton has a lot of secrets in his closet and when we find out what they are it adds a whole new level to the film.
98;Now, it plays on our human emotions as well.
99;Which was a smart move.
100;Anderton and Director Burgess (the great Max von Sydow) are under investigation for Precrime.
101;This is really just the movie's way of setting up it's story as to how this all works.
102;there's a feeling of an old.
103;"fashioned noir film to ""Minority Report"" recalling films like ""The Big Clock"" and ""Dark Passage""."
104;The film has a lot to say about what we should and shouldn't put our beliefs into.
105;Spielberg always manages to get the best special effects in the business.
106;He has a clever way with telling the story, which I enjoyed very much.
107;Good solid acting by Sydow, it would be nice if he was nominated for best supporting actor.
108;And Cruise somehow gets himself into good movies, movies that are always better than him.
109;"I also have to note the impressive job by Samath Morton, you should remember her from Woody Allen's ""Sweet and Lowdown""."
110;line:Spielberg does some movie magic with this film.
111;Should please all who see it.
112;Truly one of the year's best films!
113;So much so that I went back 2 or 3 more times just to see it.
114;all these years later and it is still a great movie.
115;Just makes me feel good every time I see that opening scene with John working that computer and going to prevent the first murder.
116;Brings back memories of being a kid while still being an amazing movie.
117;well worth the money to see this movie whenever I want.
118;It is a must own up there with Good Will Hunting, in that it deserves a spot on your movie shelf.
119;This movie was great in every sense of the word.
120;Tom Cruise pulled off his role perfectly!
121;I love the way Spielberg makes people step back and take a look in the mirror and think if we are taking technology too far too prosecute individuals.
122;As also in Artificial Intelligence a misunderstood and underappreciated masterpiece.
123;Sure society today has some flaws but it is sophisticated and fair for the most part.
124;thirds of this movie I was happy enough.
125;The action sequences were rather obviously stuck in simply because the creators wanted to stick them in, but they were well done and added to the excitement, if not the story.
126;There are novel bits, some of them quite good.
127;There are some nicely bizarre gory bits.
128;I liked the greenhouse scene.
129;Starting four or five years ago, Cruise began collaborating with high.
130;MINORITY REPORT, the first Spielberg.
131;cruise collaboration, is a superior science fiction.
132;action hybrid, with a very intriguing plot, and an ending so far away from the beginning you could lose track of how you got there.
133;This was a visionary masterpiece.
134;The plot deepens as you go along, interspersed with full.
135;throttle action through a sleek metropolis fascinating in its conceptualization.
136;the cinematography shows the future in sterilized colors, suggesting that everything was sleekly utilitarian, melding dazzling form with commonplace function, a corporate wonderland.
137;Every surface serves as an animated billboard scanning the passerby's eyes for identification, triggering sexy advertisements in which svelte models seamlessly refer to you by name and coo the latest fashion accouterments.
138;And there are automobiles that deliver you right up to your apartment, and jet packs and 3.
139;The second disc has interviews and special effects pieces for those of us who really enjoyed this movie and want to know all about it.
140;For science fiction fans, this is definitely one to add to the library.
141;Before I go on and nitpick about this film, I will say I really enjoyed this film.
142;mystery/action film that ends like a fairy tale.
143;There's also definitely some humor injected into the script.
144;But this film kicks it up a notch.
