1;This is a wonderful charming movie about two coworkers who can't stand each other but they each don't know they are penpals and each can't wait to get each others penpal letters.
2;Both James Stewart and Margaret Sullivan are wonderful in this movie and they had great chemistry together and whoever first thought of casting these two together is a genious!
3;I just watched this movie for the first time this summer and even though some of the movie takes place around Christmas I don't think it's considered to strictly be a Christmas movie so I think it really can be watched anytime of the year and is very highly recommended!
4;This is a great movie!
5;This was a great movie.
6;Stewart was fantastic as usual.
7;The story, although simple kept you wanting to watch it.
8;One of the great charmers of its era.
9;This old fashioned romantic comedy made in 1940 by Ernst Lubitsch ( To Be Or Not To Be ) and written by Samson Raphaelson is like one of the many kinds of movies I remember growing up watching.
10;It's perfect on all levels, the acting is great, Lubitsch's directing is always wonderful, the screenplay is heartfelt, funny, and charming.
11;They each write to each other about cultural subjects, such as literature.
12;After a while, they each start to write about love.
13;plots that take place that give the movie even more heart and sentiment.
14;With the hoilday season coming up, this is a wonderful christmas movie the entire family can sit down and watch.
15;Great Movie, my whole Family loves it .
16;It has all that makes him endearing.
17;Alongside Margaret Sullivan, these two make a very engaging pair and move the story along nicely.
18;I have been a fan of You Have Mail for a long time and I thought the story line came from a book title.
19;Shows you need to do some research on things you enjoy.
20;Great response from the dealer.
21;Recommend it to all fans of light romantic comedies that want a film you can watch with any family members, regardless of age.
22;'The Shop Around The Corner' is one of my favorite films of all time.
23;"James Stewart and Margaret Sullavan were brilliant, the story was clever, and the dialogs were witty
I:8708;24;If you cherish the charm of 'You've Got Mail,' and the magic of 'Sleepless in Seattle,' you will love 'The Shop Around The Corner.'
I:8708;25;'The Shop Around The Corner' is marvelous, it is what a romantic comady ought to be.
I:8708;26;Try it, and 'The Shop Around The Corner,' will hold a special spot in your heart as it did mine.
I:8708;27;If you are a Jimmy Stewart fan, this is a great movie that captures his charm and interaction with others.
I:8708;28;I love Jimmy Stewart, and this movie did not disappoint.
I:8708;29;I thought it was very entertaining.
I:8708;30;So, on a second try I found The Shop Around the Corner to be a truly inspired film, one that I didnt wholly expect (because of preconceived notions).
I:8708;31;for me, the depth in the subplots here is where the real joy is found.
I:8708;32;The Shop Around the Corner is a prime example of this"
33;"and Ill say this
I:8708;34;He truly should have been nominated for this film instead, for his layered portrayal of Alfred is astonishing and really heartbreaking (and lifting).
I:8708;35;He can be dramatic, sincere, comedic and romantic in the same film and at times in the same moment and have it all feel so genuine.
I:8708;36;He does that here, and the scene in the caf , when his pride is wounded by Klara, is such a brilliant moment.
I:8708;37;the rest of the cast is very good, Margaret Sullavan and Frank Morgan taking top honors.
I:8708;38;Morgan in particular is VERY strong as the emotionally wounded Matuschek.
I:8708;39;In fact, he may give my favorite performance in this film, because he shields the truth about his persona so beautifully and develops it with such gradual realism.
I:8708;40;but I do love this movie!
I:8708;41;Really that is what matters.
I:8708;42;This is sharp, poignant and entertaining, and few films can be all those things and still remain smooth and comforting.
I:8708;43;A great cast, Jimmy Stewart sand Margaret Sullavan are great together.
I:8708;44;A great cast, it will make you smile and laugh.
I:8708;45;This is the original, later remade into You've Got Mail with Tom Hanks and Meg Ryan.
I:8708;46;I'm a big fan of you've got mail, but i'm an even bigger fan of the SHop around the Corner.
I:8708;47;Unlike you've got mail that tends to drag, this movie is full of energy and you can't see time go by.
I:8708;48;when the two main characters finally discover their love for each other, it is the most poignant romantic scene i've ever seen.
I:8708;49;He had a gift for really making you feel what the characters were going through, and in this case, you really feel the passion he feels for this woman.
I:8708;50;i'm not into romantic comedies too much but if there's one to watch, this is the one, regardless of how old it is, the romance in it is timeless.
I:8708;51;Thanks you for fast delivery of this movie .
I:8708;52;one of the wonderful old ones!
I:8708;53;One of James Stewart's best ones.
I:8708;54;This movie is absolutely delicious and one of Jimmy Stewart's best performances.
I:8708;55;Even when you know where the ending has to go you are held spellbound by the brilliant directing of Lubitsch and fine, fine acting of Stewart and Margaret Sullivan.
I:8708;56;If you want an evening of wonderful character development and story telling, I highly recommend this jewel.
I:8708;57;Jimmy Stewart is so great in this movie.
I:8708;58;This classic movie of James Stewart and Margaret Sullavan is one of my favorite movies and later revised for, You Got Mail with Tom Hanks and Meg Ryan.
I:8708;59;fest of love right under our nose from director Ernst Lubitsch.
I:8708;60;Margaret Sullavan and James Stewart lend considerable charm to this tale of a little store in Budapest and two people in love who aren't aware they are corresponding.
I:8708;61;The story is slight but sweet, executed in marvelous fashion by two great stars and an excellent supporting cast.
I:8708;62;Neither has ever seen their true love, of course, and as it turns out, unbeknownst to either, they are in love with each other!Matters are complicated by the infidelity of Mr. Matuschek's wife, since he strongly suspects one of his trusted employees of coming between them.
I:8708;63;He can't stand to see her heart break so keeps the letters coming, hilariously working in the fact that he's seen Alfred, pegging him as the type girls fall for!There are scenes of sweetness and charm seldom matched in any film in this true classic.
I:8708;64;The final scene, on a snowy Christmas Eve in Budapest, when Alfred finally reveals himself to be her suitor is delightful.
I:8708;65;this is a film of delicate grace and humor, showing us that love is often right under our noses, if we could only find the words.
I:8708;66;A romantic film that will have you smiling all the way through.
I:8708;67;It has drama, romance, and comedy.
I:8708;68;Above all, it has a good heart.
I:8708;69;jimmy Stewart's performance here reminds me a lot of """"Harvey"""" in its good natured gentleness."""
70;He projects good sense and a patience that we should all strive for.
71;One of my favorites in the film is the character of Pirovitch .
72;another kind soul, but a family man who tries to keep from becoming a target of the little power struggles within the shop.
73;She is so snide to him a few times that its a little hard to embrace her at the end.
74;The character Pepi is indeed peppy and adds a lot of zing to his spots.
75;every scene is well crafted and convincing, and the movie is guaranteed to leave you with a feeling of warmth and in good spirits.
76;Well, it is, but good ole Mr. Morgan provides that little extra which makes this film a classic.
77;The story is told above (and by other reviewers ad nauseum.
78;amazing how many reviewers think they are the only one speaking of the topic at hand) so I won't go into the particulars of this film.
79;or whomever, in roles played by accomplished talented actors of the past.
80;"So, what about this idea: If you have ever seen ""It's a Wonderful Life,"" ""Mr. Smith Goes to Washington,"" ""The Good Fairy"" (wonderfully funny film with Ms. Sullavan and Mr. Morgan), or just relish the pictures made before WW2 especially, then do view this film when the opportunity presents itself."
81;"(See my ""So you'd like to watch films that evince who we are"" amazon guide, if you're looking for other cinematic treats."
82;Oh, golly, what a nice movie!
83;Lots of human empathy and twists, a la Love Actually, and lots of humorous touches in the dialog as well, a la Casablanca.
84;This production from Jimmy Stewart's early days is warm.
85;hearted and extremely relevant in every era.
86;It inspired the 1990s look alike, You've Got Mail, which is wonderful, but the original, Shop Around the Corner, which is set in Hungary, is embracing and almost haunting in an uplifting way.
87;Margaret Sullavan is that odd combination of vulnerable and bossy that is so prominent in the World War II era movies, and Jimmy Stewart is his normal excellent self, playing a strong, principled, but also vulnerable character.
88;It's totally worth the time again and again.
89;It is really good and fun to compare the old version with the newer.
90;"So it comes as a charming surprise when watching the 1940 romance ""The Shop Around The Corner,"" that this semi."
91;classic has aged so well.
92;The dialogue is crisp and sharp, executed with wit and pace.
93;The acting is uniformly superb, as the handful of MGM professionals provide experienced dimensions to even the smallest of supporting roles.
94;The Shop Around The Corner is indeed old fashioned, but in the most charming and pleasant of ways.
95;Based on a play by Nikolaus Laszlo, the film weaves a comfortable tale in and around a Budapest retail store, where a handful of clerks show up each day for work.
96;James Stewart, in fine form as usual, is the head clerk, serving as the silent and emotional leader of the shop.
97;son relationship with the store owner, played by legendary character actor Frank Morgan.
98;margaret Sullavan is a fiery co. worker who argues constantly with Stewart, and their spirited repartee is the highlight of this film.
99;"much credit for the delightful success of ""The Shop Around The Corner"" must be given to director Ernst Lubitsch, whose experienced hand keeps things moving along at a comfortable pace."
100;The dialogue is also the key, and viewers will laugh heartedly throughout this film.
101;Of course, Stewart and Sullavan make a touching couple, independent and head strong to a fault.
102;Viewers will long for this vibrant pair to finally admit their love for one another.
103;The Shop Around The Corner is a lovely holiday charmer.
104;"Heartfelt and touching, it is truly an example of the old axiom, ""They don't make movies like this anymore."""
105;The story has been done many times, but as one of the earliest of the pen pal lover, in life enemy, it is beautiful
106;Margaret Sullavan was superb at delivering her lines in a soft,attractive way while revealing her helpless situation of clinging to her job despite her antagonistic relationship with her superintendant (James Stewart).
107;these two both anticipated for the first meeting with their penpal soulmate and an engagement over the weekend!
108;The last diaglogue between the two was unresistably romantic and well crafted.
109;At the end the reason Margaret gave to explain her previous attitude to James Stewart wrapped the whole story to a perfect ending.
110;Office politics, family affairs, friendship and support were intricately woven into the budding romance, making the movie wholesome.
111;"this is far more superior than its remake ""You've got mail""."
112;Simple plot yet rich in details.
113;James Stewart was great even at such an early age.
114;The story was well written, and even though the setting was very simple, action very laid back, it was the kind of movie that reminds us of a time when life was much simpler and morals were.
115;The plot is brilliant in its simplicity.
116;Male and female work together in a shop.
117;this film is populated with good actors, snappy dialogue, supporting characters that are quirky and interesting because they have their own issues and are well developed.
118;It is a story that is easy to relate to and enjoyable to seen played out.
119;this has been turned into a movie musical, a contemporary movie, and a musical comedy for the stage .
120;all with impressive results rivaling the original's popularity.
121;this movie is quaint and enjoyable and doesn't seem dated given its age.
122;The cast really helps make this a pleasant surprise and a cut above the normal man.
123;i usually don't go for those type of films and that tiresome storyline but this one was refreshing, fun to watch, and oozes with charm.
124;Jimmy Stewart and Margaret Sullavan play off each other well and make a very handsome couple.
125;The supporting cast is outstanding .
126;likable Felix Bressart to the villain Joseph Schildkraut.
127;frank Morgan also plays one of the most interesting characters I've ever seen him do in his career.
128;"That ""twist"" is another reason this film rises above others of its kind."
129;once again, when a film has a good mix of categories, it usually succeeds.
130;This is a great example of that.
131;In this movie, it's romance, comedy and drama and it's well done.
132;I'll take this over the re.
133;Good acting, interesting plot, make you feel good story.
134;A movie you want to see again.
135;My wife and I have always liked You've Got Mail .
136;this is a wonderful film, and the chemistry between Margaret Sullivan and James Stewart is enjoyable and believable.
137;We really enjoyed the movie.
138;So for under $10 we got both movies.
139;The performances are outstanding, and there's mush more depth to the characters than in later versions of this tale (Pillow Talk, You've got Mail, etc.)
140;It's such a great classic and so heartwarming to watch.
141;I loved the movie You've got Mail , so I decided I wanted to see the orginal.
142;I would highly recommend this movie to anyone.
143;the acting by the entire cast is great, and Stewart shines.
144;This is a cute movie, I remembered seeing it a long time ago.
145;I happen to like the really old movies and this fits the bill.
146;Jimmy Stewart is great as always.
147;Watched this as a u got mail marathon.
148;First this one, then In The Good Old Summer Time, and ended with You got Mail.
149;Very happy to be able to find this movie.
150;It's one of the great old movies that came out in the past.
151;I got this for my brother.
152;This movie is a family favorite!
153;What a pleasant little film.
154;The title of the film is a good hint.
155;Well, this film is the inspiration for it.
156;"So if you liked the new film, you'll like this one as well
I:8708;157;Some great supporting actors as well.
I:8708;158;It does bog down every once in a while, but for the most part it's a solid film.
I:8708;159;Great characters and a glimpse of another time period.
I:8708;160;Many great films made in Great Depression Era.
I:8708;161;Ernst Lubitsch was a master of the unexpected comedy element, something so idiosyncratic that it defies serious explanation.
I:8708;162;This charming 1940 classic epitomizes his style so well that the subsequent remakes appear either marginally pointless (the musical 1949 version, """"In the Good Old Summertime"""") or excruciatingly formulaic (1998's e. mail update, """"You've Got Mail"""")."""
163;The busy Christmas season provides the appropriate setting to resolve all the plot strands.
164;what strikes me most about the film is not the actual storyline, which borders on predictable and contrived upon closer inspection, but the way Lubitsch and the cast bring it to life in such subtly memorable ways.
165;Young and assured, Stewart gives one of my favorite of his performances as Alfred, and with her buttery speaking voice, Sullavan provides the perfect match as Klara.
166;The other players also make vivid impressions, in particular, Lubitsch regular Felix Bressart as the timid Pirovitch, a cast.
167;Although You've Got Mail was a pretty enjoyable movie, it certainly did not come close to the perfection of the original, made in the 1930s by Lubitsch, who was the master of romantic comedy.
168;Overall, this movie is wonderful .
169;charming, sweet, original and witty!
170;It is one of my favorites.
171;with a cleverly original plot, lots of great dialogue, and wonderful performances by two classic stars, James Stewart and Margaret Sullavan, The Shop Around the Corner is a must.
172;It is a very enjoyable movie .
173;perfect for the whole family .
174;The scenes, expressions and acting are very superb and reflect the life style of those days.
175;Jimmy Stewart acted very well, as usual.
176;It is one of those movies that bring out the tenderness of human heart that can be spotted amidst this world of rat.
177;I find it more genuine and more enjoyable than its modern version of You got mail
178;For an Ernst Lubitsch fan this is a must.
179;a gentle film with a simple but clever plot and a touch of fantasy.
180;A beautifully crafted film, more complex than You've Got Mail .
181;Recently, I was reminded of it, and remembered how wonderful it is.
182;Love the story and how it relates to all of us.
183;A good movie to watch if you want one to make you feel good about life.
184;"This is one of the most enthralling movies I've ever seen in my life and arguably, it's the best film that starred both Jimmy Stewart and Margaret Sullavan, who made three other pictures together (""Next Time We Love"" (1936), ""The Shopworn Angel"" (1938), ""The Mortal Storm"" (1940))."
185;the two leads' relationship is so sincere and real, and the events that lead to the conclusion of the movie, are so believable and expertly handled by the director, that make it stand apart from many other movies from Hollywood's classic era.
186;not only a classic, but one of the best films of all time!!
187;Simple everyday people, and just how colorful they can realy be.
188;In the hands of a great director a depression ridden Budapest becomes a soft, charming heaven on earth.
189;Get as many people you love together, or perhaps best just that special one, and prepare to be introduced to a wonderful new Christmas tradition.
190;It is one of our favorites.
191;Too cute and very funny.
192;I recommend for any family entertainment!
193;In Ernst Lubitch's delightful romantic comedy, James Stewart's and Margaret Sullivan's third film together, Stewart plays Alfred Kralick, the best and most experienced employee of Matuschek and Co, a gift shop in Budapest, Hungary.
194;He is in love with a woman with whom he's been anonymously corresponding, found her his soul mate, admires her intelligence, and sense of humor, and is ready to meet her in flesh (very much like now days people meet, communicate, and fell in love on line before they meet in real life .
195;A wonderful story, and I think better than the later remakes.
196;If you like You've got Mail I highly recommend this movie.
197;It's fun to see how the original story unfolds.
198;When I was in college, I fell in love with the show SHE LOVES ME and saw it twice with the original cast (and got autographs of most of them!)
199;it has its good points, certainly, especially in the supporting players.
200;I found them far more believable and likeable than the leads.
201;But Joe Masteroff, who wrote the libretto, really did a magnificent job of streamlining the plot and making it more consistent and understandable.
202;i suppose it's largely because I've known the loved the musical for nearly 45 years, but I really wanted to hear the songs and see certain characters interact as they did on stage.
203;Great movie for any generation.
204;Sharp dialogue, brilliant actors .
205;the shop around the corner is a gem for any movie lover.
