1;one of my top ten movies.
2;Steven Spielberg really gets carried away with himself here.
3;I read the book after seeing the film and I was quite pleased with how faithful the movie was.
4;I saw it with a friend who had studied Chinese history and was pretty skeptical about the movie before we saw it.
5;The transformation of the boy (Jim) into a man who is completely reduced to the bare ammorality of survival is stunning.
6;Jim's gradual slide into madness is amazing to see.
7;I really liked how his fascination with airplanes was portrayed in the movie and the aerial scenes had my hair standing up.
8;Raised with a silver spoon in his mouth, Jim has never really had to take care of himself.
9;Sure, Christian Bale and John Malkovich are good in the film.
10;He salutes the Japanese Kamikaze pilots and embraces a plane.
11;Yes, all of this is very interesting, but I the movie just didn't resonate with me.
12;overall, good movie, but not something I would really care to see again.
13;"The book might be interesting
I:8942;14;Steven spielberg, who was successful at only entertaining movies, has made a multilayered movie which has you thinking about it long after watching it.
I:8942;15;This is another Spielberg gem.
I:8942;16;I highly recommend this epic.
I:8942;17;For me, Empire of the Sun is Spielberg's masterpiece .
I:8942;18;a notch above Schindler's List and Amistad and several notches above anything else he has directed.
I:8942;19;It's a crime that the film took so long to garner a following"
20;All three films were made during the 1980's, when it was still possible to make films with huge casts (imagine the costs of filming something like this in Shanghai now!)
21;, and before the technologies of the 1990's rendered it easy and affordable to produce glitzy effects in virtual locations.
22;Empire of the Sun is what Hollywood (and Spielberg) can be and rarely is.
23;In addition, it contains one of the greatest performances in all of film by a child actor.
24;But note that for a few bucks more, amazon.
25;It was a great movie!
26;All together it was a good movie to learn about that time in history.
27;Spielberg takes a kid actor and holds you tightly for a wild trip.
28;A must see for any film buff.
29;"With ""Empire Of The Sun"", Steven Spielberg built the foundations for his best movie to date ""Schindler's List"", Spielberg took the strongest points in ""Empire Of The Sun"", for example: excellent music, outstanding cinematography, great set designs, remarkable performances (Christian Bale, John Malkovich, Miranda Richardson), so it's fair to say that ""Empire Of The Sun"" gave to Spielberg a lot of experience for subsequent productions."
30;As the film moves along, Jamie gets more experience, bravery and intelligence, an excellent performance by Christian Bale I must say (perhaps his best yet).
31;"other actors shine in ""Empire Of The Sun"", John Malkovich is the standout, although there are other big names like Joe Pantoliano and Miranda Richardson (Ben Stiller appears briefly)."
32;This is a great movie.
33;The acting from all the cast is very good.
34;The direction of Spilberg is also great.
35;Bale was showing from a young age, that he would be a good emotional actor.
36;I always tear up at the ending scene.
37;the transfer of this movie to blu ray is very good.
38;Great movie to watch as a family with kids 10 years or older.
39;"scenes featurette for Saving Private Ryan, director Steven Spielberg admits he has an ""obsession"" with World War II."
40;ranging from the comedy 1941 to the Oscar.
41;long fascination with the Second World War.
42;the story is told from the point of British schoolboy Jamie Graham (Christian Bale), a well.
43;At the turn of the 20th century, the West's imperial powers had carved out sectors of Shanghai and transformed them into small, self.
44;screenwriter Tom Stoppard adapts Ballard's novel quite faithfully, and Spielberg's directorial talents carry us along Jamie's journey from the streets of Shanghai to the confines of a Japanese internment camp for civilian prisoners.
45;The December 1941 sequence is terrifying and technically challenging, while the Kamikaze Dawn scene is awe.
46;In this amazingly beautiful scene, Jamie .
47;The most precious assest of this film is that, the world was seen entirely through the eyes of young Jim Graham, who was wonderfully player by Christian Bale (and I can't believe I actually thought Haley Joel Osment is the only great child actor), and it definitely benefited from not taking any sides, but subtly pace out the transformation of Jim.
48;"provoking"" and ""deep and meaningful"", seldom offers as much humanity as this one."
49;Without the thrills and high.
50;techs, this is Speilberg at his best, and I only hope to see the great director tops it, even though it will be a tough task.
51;see movie for anyone who cares about great film making.
52;Have seen this movie several times and everytime find it to be one of the most wonderful movies ever ever.
53;This is an awesome movie and I have been trying to find it for a long time.
54;I love and adore this movie and will keep it forever.
55;this is Christian Bale as a child actor and he is AMAZING!So funny to hear people call Spielberg a God now.
56;John Malkovich is Christians co. star and he is incredible as well!!
57;The acting and the directing transform this story into an unforgetable movie.
58;Stephan Spielberg's scenes are great!
59;I am enjoying the movie!
