id;spiegazione
1;I bought this film thinking it would be interesting .
2;and I love a mystery.
3;And that strange Halloween party with the cryptic performances .
4;Brendan is devoted to his love, Emily Kostich, and will do anything to protect her.
5;She is killed and Brendan finds her washed in a creek near an underground tunnel.
6;The young actors are so convincing that you get the impression that the high school they populate is one big, organized crime syndicate.
7;One sharp scene is where Brendan roughly negotiates with the school Vice Principal (Richard Roundtree of the first 'Shaft' film fame).
8;In the midst of the murder there are love interests and notes that provide clues in Brendan's investigation.
9;It is gripping and has all the anticipation of a whodunit with some violent, but convincing fight scenes.
10;It is an artful enterprise with editing and music that underscores the nerve.
11;'Brick' is an effective and often startling teenage murder mystery with a earnest cast and an intelligent script.
12;Rian Johnston deserves praises for his screenplay and directing skill.
13;Joseph is amazing in this unusual flick, between the angstrom teen parallel and the kitschy dark humor it is now one of my absolute favorites.
14;As someone who's actually read Dashiell Hammett, I found this movie fantastic.
15;Putting the classic 'mystery novel' language from Hammett's work into a film based in HIGH SCHOOL was so completely fun to watch.
16;I was surprised how much I loved this film when I first watched it, and now it's easily one of my favorite films to watch.
17;a twist on an old classic made modern by muttering teens .
18;to those who can get past any those will have a film that plays with the conventions it's handed and comes out pretty good, even though the ending isn't as detective.
19;Yes, Brandon is a convention of the story, but so is everyone in the story we call life.
20;Does he have realistic qualities to his character and is what happens to him possible for others as well?
21;I find the story realistic, high schools are battle grounds where violence can and does take place, both in the limelight and out.
22;It's funny, cleverly plays around the conventions and contains textbook noir performances which are more reliant on wordplay than expression, although a little more expression would be nice.
23;To sum up this entire review and how I feel about it: It's imperfect, but it works well.
24;I think it was an excellent movie about how childhood experiences can effect your entire life.
25;I love this movie so much.
26;The way they speak, the characters, the plot, everything.
27;The dialog made sense within the world of the film because that world is, as everyone has said, high school layered with Casablanca.
28;This movie is an excellent effort in an unusual direction.
29;The acting is surprisingly good, the characters are intelligent, and for the most part they're unusually mature for teenage characters in an American movie.
30;Not a perfect movie, but a great one.
31;`Brick' is one of those films that has aged very well with me.
32;I remember when I first say it and I really liked it a lot.
33;With dialog as fresh and sharp as the words expressed in `Juno', yet more residual thanks to the noir'ish themes, `Brick' just `gets it'.
34;i love the feel of `Brick'.
35;This is a film that knows what it wants to be.
36;It indulges in and totally embraces the thickly detailed atmosphere that makes it stand alone, apart from comparables.
