id;spiegazione
1;As great as this movie actually is, it is difficult to find on streaming.
2;Armageddon is so entertaining, you'll wonder why it was not offered through subscription!
3;A Sensational movie, mixed with humour, action, and the delicacy of melancholy and love.
4;Willis is at his best here.
5;A must be viewed movie, for movie watchers at large.
6;It's such a shame, good actors, great theme song.
7;"I love this movie
8;This is one of my favourite films.
9;It keeps you on the edge of your seat throughout the whole movie.
10;The characters are great, and by the end of the film you get quite attached to them.
11;The soundtrack is really cool, as it adds atmosphere to the movie.
12;compared to films like Deep Impact this is 100X better!
13;I think people need to see this film as having great action sequences, good characters, a good soundtrack, all in all an excellent movie!Don't be so cynical!
14;This 1998 film shows the threat to the earth from an asteroid.
15;sized asteroid that will hit Earth in 18 days, and Extinction Level Event.
16;drilling platform in South Asia, with their personality conflicts.
17;the world knows of the peril.
18;The special NASA crew leaves on their mission.
19;A fuel leak causes a fire"
20;The special effects of this film is better than 'Star Wars'.
21;This is an entertaining film in spite of the many, many cliches.
22;its Armageddon everybody has scene it andit is a great movie it's got a great cast good special effects great movie.
23;I bought this movie off Amazon.
24;And it is many things.
25;It's a guy movie, with lots of cool explosions and electronic gadgets.
26;It's a science fiction movie (emphasis on the word FICTION) with errors so enormous, I'm sure actual scientists found it pants.
27;It's a terrific showcase for American stereotypes not just of themselves, but of the world around them.
28;If you love the movie Armageddon then you will really love this Criterion Edition.
29;The two commentaries are excellent and insightful, the story boards are fun to see, the Aerosmith video and interview are too cool, and all the trailers rock!
30;If you love the movie and want to know how it was made by the people who made it this is definitely for you.
31;The movie had a pretty good plotline.
32;An uncompromising look at what goes into the word Americana, Michael Bay has crafted a story that is pumped full of so many clich s that it becomes an entertaining, full.
33;throttle action film that can be watched again and again.
34;With a surprising cast and superb special effects, Bay uses the camera to create powerful artistic images coupled with the staples of what makes films of this nature unique.
35;sayer to Criterion for adding this film to their collection, but now .
36;Michael Bay has created a picture.
37;perfect hero, slices of us through images of the Midwest (or of a time that we may have forgotten), and our religion to be the best and transformed it into a film.
38;Buscemi is always worth the screen time, while Will Patton rounds out the voice of reason.
39;They played their parts perfectly, yet it still had me on the edge of my seat.
40;She carried the weight of her father and soon.
41;be fianc well into the asteroid.
42;Rewinding back to the notion that this is America in all of it's glory, these characters work perfectly.
43;His ability to drill anywhere was his power, and his sense of nationalism, his idea of patriotism, bled from the screen.
44;While other critics will argue that this isn't anything but drivel, I found it to be symbolic, surreal, and honest all at the same time.
45;While other films will show America in a way that only the educated will see it, Bay throws it right in our face and we are unable to stop it.
46;"Golf on a cruise liner, Willis portraying this ""everyman"", the types of cars that our characters drive, the fact that upon completion of this task everyone want inanimate objects (power, sex, money), one cannot help but wonder what Bay is attempting to say about our culture."
47;I am happy to see it in the collection.
48;"It is the birth of the superhero, it is the clich Americana that we face everyday
49;Bay, in this film, has captured the truth.
50;What makes this summer blockbuster even more enticing is that there is just a sprinkling of explosions, and most don't happen until the final third of the film.
51;He has tricked us, made us believe that this is a no.
52;brainer of a film, when it is in fact chalk full of symbolism that the faintest of film aficionados can smile under their breath.
53;A new found respect for Mr. Bay's work has been discovered, and while """"Transformers"""" will never live up the hype, the early work of Bay remain pivotal instruments in American cinema."""
54;"watch again Bay's ""The Rock"" which also found a Criterion release, with skeptics on both sides."
55;This movie brings the best out of us.
56;"It has it all
57;Armageddon is a great movie.
58;ben Affleck is great, Bruce Willis is great, Billy Bob Thornton rocks, Liv Tyler is so.
59;Bruce Willis as in all of his other movies was top notch and awesome' while Ben Affleck wasn't at his best.
60;This is by far my absolute favorite movie"
61;it is probably one of my favorites.
62;I enjoy the characters and their dialogues.
63;Steve Buscemi has some great lines .
64;armageddon is an enjoyable action flick that brings a tear to my eye .
65;Fun plot, and is a tear jerker .
66;A couple of years ago the movie groove.
67;rama with shows like this one and Deep Impact.
68;fi fans, this movie really stunk!
69;by contrast Deep Impact which also came out in 1998 was, in my opinion, a far superior piece of sci.
70;there was better acting, better story line, and more real emotion involved.
71;to share ideas and thoughts.
72;I'll say it: I'm a Michael Bay fan.
73;First of all, the Criterion transfer is digitally remastered and is beautiful.
74;In a movie governed by special effects, it really makes a difference.
75;Also the sound is far superior to the Touchstone release.
76;there is an analysis of the special effects that's real cool, as well.
77;The special effects reel shows you how they composed a few of the action sequences.
78;finally, the Criterion edition is real hard to find.
79;It's a story of Love, dedication to a job, comedic relief of the bizarre and down to earth characters.
80;There's comedy, drama, romance, action, and a basic story.
81;line which is completed perfectly by the characters.
82;The actors really bring you into the movie.
83;The choice of actors is most perplexing .
84;The unbelievably unrealistic plot is surprisingly funny.
85;realistic, and of course based on a love story just to intice the younger generation of the audience.
86;the problem has been fixed it is armageddon and this is a really good movie.
87;great action flick is a little too much love story at times but great movie
88;a great movie one of my favorite disaster movies that i have seen.
89;This movie was a really good representation of what the world would be like if something like this really happened.
90;this movie is cheesy and ridiculous in all kinds of ways but it is so good.
91;Ben Affleck is in his last likeable role and Bruce Willis in his last big hit.
92;It was back in the day, back in the good ol' 90s.
93;Otherwise the basic plot is good and some nice outerspace special effects.
94;I think this movie was so good.
95;I cried so much at the end.
96;But you know what, this movie is fun.
97;This is a summer time popcorn flick.
98;Every performace was wonderful and of course any movie with Steve Buscemi riding a nuclear warhead can't be all bad.
99;Bottom line in this movie is fun.
100;"Armageddon / B00000G3PA*Spoilers*If I were rating ""Armageddon"" based on the first 45 minutes or so alone, I'd probably give it a solid four stars, maybe even five."
101;The triangle between father, daughter, and lover is an amusing one, and Tyler in particular shines as she balances a complex tightrope of emotions .
102;The high note continues as the obligatory Introduction/Recruiting scenes start rolling, and the film is canny enough to drape everything in over.
103;Even better, Billy Bob Thornton plays the straight man to all this and plays it well, highlighting the wacky fun and exposition.
104;forwarding through a good deal of the filler middle.
105;after all, it's cool and it was also probably intended as comic relief .
106;While not the best movie I've ever seen, it's definitley one of the most entertaining.
107;The audio commentary is fantastic, with tons of extra content to give the viewer a little more insight into the workings of the movie, as well as the movie business and production process.
108;The gag reel is hilarious, enough said.
109;Bruce Willis leads the crew, challenged for authority constantly by Ben Affleck, who is dating Bruce's daughter played by Liv Tyler.
110;the movie is of course full of edge.
111;The action is intense, and there are some scenes that stir the emotions.
112;Things get complex when it turns out the asteroid is solid metal and it breaks drill bits.
113;very strong acting and characters.
114;The concept is a bit old, but, this is a fresh version.
115;I do recommend this movie!
116;You know, there's the good Bruce (The Sixth Sense) and then there's.
117;A huge Meteor is heading for Earth, and we're all about to die.
118;His fellow workers (all with colorful backgrounds) will be able to go from beer drinking party animal roughnecks, to fully trained and specialised astronauts in about 6 weeks, and then try and pull off this amazing feat before we all get roasted.
119;Sounds great, and actually it is a lot of fun .
120;just make sure you leave the grey matter behind on this one and accept it for what it is.
121;What other movies have you seen, Cool as Ice?
122;I like all the characters but I like the big black guy a lot he is my favorite actor good
123;Definitely top 10 fave for me :.)
124;great action and story line.
125;Really heart wrenching and warming hero story.
126;What matters to me when watching a movie is that I enjoy it.
127;This must be one of the most exciting films I have ever seen.
128;The ending kinda touched me to (which surprised me).
129;It's amazing to have over 5 hours of features (over 7 1/2 hours with the movie).
130;Since it just came in yesterday I obviously have not seen everything yet, but I am very pleased with what I have seen so far.
131;Oh yeah, I think you will be surprised how many trailers there are!
132;Actually, see all the movies produced by Don Simpson and Jerry Bruckheimer!
133;Good job for everyone else in this cast of Armageddon!!
134;I love movies that take on the bad thing in space.
135;The cast of characters kept things very interesting.
136;Stormare's pushy Russian cosmonaut is great fun, as is Buscemi's space.
137;And by all means does it deserve a one.
138;i do believe that it is scenes like those that actually help you like the characters in this movie.
139;I must say that this is one of my top 5 favorite movies.
140;Sure there are a lot of haters and bashers of the film but like what other's have said, you should take it for what it is, an action film with special effects.
141;This movie has other deeper themes such as honor, sacrafice,love, and reconciliation and redemtion.
142;For what it's worth I belive the deeper themes to the movie make it more of appreciated and show the better side of humanity.
143;Personally, I'd recommend this film for these reasons more if anything.
144;And the original music score was beautiful!
145;A tremendous amount of money and talent in the service of a trash script.
146;If you want to see a movie with a similar theme done with intelligence and insight, with some real emotion and characters that approximate actual human beings, and excellent special effects that actually service the story, see Deep Impact.
147;Lucky to get one star but since I did get a decent laugh from it., and yes I did watch the whole thing (what was I thinking! )
148;This movie pretty much has everything.
149;Action, love and saving the Earth.
150;The extra material really make this movie a whole lot better.
151;Its totally uncensored stuff and its great.
152;Theres also a great technical commentary as well as excellent production making of featuretts.
