id;spiegazione
1;Everyone speaks with an American accent.
2;Great customer service, as per usual.
3;draw the loathing of others, as a last and unique gesture of compassion.
4;There is another beautiful girl, who chooses to keep running, like burning time will give you a lighter pain.
5;There is a friend, with strong attitude and confidence, but his non.
6;it is one of the rare movies that strongly motivate you, get you scared of what could happen or confidence that you are doing well .
7;Yes, Polanski had sex with an underage girl, however the underage girl and the mother have always maintained that the sex was consensual and therefore Polanski while being a pedophile(not pedephile) is not a rapist.
8;That being said, this is one of the greatest films to ever be produced.
9;I saw it only once in 1978 and I am still telling people that they need to see it.
10;this is the 2nd Roman Polanski film ive seen so far and I think I enjoyed this film even more than Rosemary's Baby.
11;Its truly an eerie creepy slow moving film.
12;Ive seen many movies and this is unlike any other ive ever seen.
13;It not only has the suspense and story which pulls you in deeper as the story progresses but it also has plenty of black humor to it.
14;I laughed out loud in a couple scenes.
15;There is so much more to this film than meets the eye, ideas to contemplate, etc.
16;After i watched it and it sunk in over the days i was thinking , this is truly a great film.
17;almost like those good pizza places that deliver in under 30 minutes!
18;this one worked out excellent
19;the beauty here is that the film never allows the audience know what is real and what is concocted until its climax that, at first, resembles a comedy of errors, but develops into an incredily eerie disposition.
20;"just wanted to add the Japanese movie ""Pulse"" has a similiar theme."
21;"actually, if you want the full Egyptian workout, see ""Cure"" and then ""Charisma""pps."
22;"i just love the reviewer who says ""I've been to Paris ."
23;I was excited to see this film as I have enjoyed some of Polanski's other works and had heard such great things about what some call the scariest movie of all time.
24;This is a great psychological thriller by Roman Polanski, who wisely cast himself into the lead role.
25;He after a time, dresses up like her in one scene and talks about how he's pregnant.
26;one of the most effective non.
27;The music is perfect for the mood of the flick, as is the camerawork and the casting.
28;Starring the likes of: Isabelle Adjani, Melvyn Douglas, Jo Van Fleet, and Shelley Winters, it has a strong cast.
29;Excellent psychological thriller and interesting look at Roman Polanski's early work in the trilogy of psychological thrillers.
30;Films of this caliber are very rare anymore.
31;I enjoyed this film very much and recommend it highly.
32;the unnerving plot gets underway when a man named Trelkovsky, played disarmingly by Polanski, moves into a creepy Parisian apartment building, occupying a flat in which the previous tenant committed suicide.
33;Part of the unsettling nature of this film is created by the director's skill in methodically escalating the plot, bit by excruciating bit.
34;in addition to Polanski, the outstanding cast includes Melvyn Douglas, Jo Van Fleet, Shelley Winters and Isabelle Adjani, all seemingly having a great time with a story that is mesmerizing, but granted, may be just too exasperatingly strange for some.
35;The high production values include gorgeous, moody photography by the great Sven Nykvist (who often photographed for Ingmar Bergman), and an appropriately eerie score by Philippe Sarde.
36;Though I am more familiar with Mr. Polanski's reputation as a filmmaker than with his films, I did expect him to bring a singular vision to the adaptation .
37;Much of the dialogue came straight from the book, and the actors were outstanding in their roles (including a stellar turn by Shelley Winters).
38;But does it matter since both narratives share the same events right up to the end?
39;I can accept bizarre characters and storylines, but the established elements must evolve during the film along believable lines.
40;it's possible that I'm being too harsh, and that those unfamiliar with the book will still be able to easily follow along with the movie.
41;I will say that the film should appeal to viewers with a heightened appreciation for subtle nuance, and that those who are used to a more contemporary presentation of horror may want to take a pass.
42;right up until it falls apart in the final act.
43;I love this movie but I received a European version that I could not play on my player.
44;growing maddening tension that pushes the film forward are all elements that Polanski used effectively once again in his more recent masterpiece.
45;The film can be appreciated as a well.
46;the film, set in France, stars Polanski as the relatively meek Trelkovsky, a modest man searching for an apartment.
47;There's a lot to appreciate here, especially Polanski's performance, but the rewards are far and few between.
48;and then his budding relationship with the previous tenant's best friend, Stella (Adjani), her mourning and trying to come to terms with the loss of her friend while Trelkovsky presents the pretense of actually knowing the deceased woman, his web of lies ever growing, made him appear even more creepy (and things do get creepier.
49;much more so, especially once he finds the previous tenant's clothes).
50;Despite this, Polanski does manage to keep the atmosphere throughout tense and fraught with an impending sense of danger (the Kafka.
51;The production looks wonderful, as do the interiors and very realistic location shots in Paris.
52;polanski demonstrates an expansive imagination in his creation of the madness surrounding this outlandish film.
53;If you love Polanski movies, you might give it 5 stars.
54;"Other reviewers disagree and feel that ""The Tenant is one of Roman Polanski's greatest and darkest films."""
55;It has become a cult favorite and is perhaps best known for its director dressing as a woman.
56;Polanski won a Best Director Oscar for the film The Pianist, which also won best picture.
57;If you like Polanski, you will like this movie.
58;I watched the movie late at night and thought it was very well made, but I still couldnt comprehend the ending.
59;"You see the contrast between him and ""Real"" men in the movie."
60;I enjoy a strange and slow flick, I loved the ninth gate.
61;Roman Polanski stars and directs in this vicious, haunting little conte.
62;Trelkovsky, eager to please, diffident in all aspects of his life and his civil.
63;service job, anxious to avoid offense, lounges drunk on the bed of his lover (the astonishing Isabelle Adjani, here hopelessly gorgeous) and wonders by what right he considers himself.
64;perfect as the meek and meticulous Trelkovsky, eager to please, anxious to avoid offense.
65;perfect is Polanski's meticulous attention to detail in the atmosphere of malice: a harmless, noisy house.
66;Polanski, Douglas, and Winters all speak their lines in English, but it's jarring to hear French gens.
67;If you enjoy Roman Polanski, this small 1976 film is truly a masterpiece.
68;To tell too much of the plot gives away a great deal.
69;There is also a great deal of humor and wit.
70;A standout cast including Isabelle Adjani, Melvyn Douglas and Shelley Winters lend tremendous support to Polanski's riveting performance.
71;Does it actually ever end?
72;Watch this film as you move into the apartment house along with Roman only to become terrified!
73;The Sream takes on a whole new meaning!
74;"You can see the roots of ""Rosemary's Baby"" in this unique portraiture of multiple dwelling!"
75;the movie is well done because of the talented director, but the story is too far.
76;"As was the case with Roman's adaptation of ""Rosemary's Baby,"" you can read the book ""The Tenant"" (by Roland Topor) and watch the movie and see very little difference between the two."
77;Perhaps the script could have been really tightened up but, hey, hindsight is always 20/20 and we (the viewing public) always think we can do a better job than the director.
78;making that always draws me to his films is the fact that he doesn't explain things.
79;though this is not one of my favorite Roman Polanski films, it's interesting, nonetheless, and is a great compendium to the book.
80;Finally one night I put it in after getting tired of watching predictable movies and got to see one of Polanski's finest attempts at making an original mystery come to life.
81;All I knew is that it was going to be a psychological thriller and that he had just made CHINATOWN a year before.
82;I was amazed to see what he had accomplished with this story.
83;Polanski stars in it as a new tenant who moves into an apartment building with some of the weirdest and most intriguing characters I've seen in cinema.
