id;spiegazione
1;This was a gift for my husband.
2;He of course loves westerns and really loves Clint Eastwood!!
3;I very much enjoyed watching it again!
4;High Plains Drifter stands as a testament to the spirit of the art.
5;film Western, and carries the Sergio Leone inspired existential qualities within it.
6;The film implies this, hence he knows a lot more about the townspeople then he lets on.
7;Also contains an impeccable understated performance from Verna Bloom.
8;At the heart of all this is sweet revenge, and the Stranger gets it good.
9;One of the all time best westerns.
10;Even if you don't like westerns, you might enjoy this one.
11;A classic, and to my mind, the best presentation of the Man with No Name.
12;One of the his best works ever!
13;Great story and music score as well.
14;all done with a disturbingly casual intensity.
15;the film unfolds wonderfully, moving effortlessly between dark drama and self.
16;shipping was kind of slow but i contacted them about it and they took care of it, great customer service.
17;This movie is one of the best damn westerns in the universe.
18;This whole movie is a joy to behold.
19;I LOVE westerns and this is one of my favorites.
20;The eerie mysterious underline makes it very suspenseful.
21;A lean, anarchist, and spooky western.
22;Eastwood's second directorial effort is also one of his best.
23;Let's paint the town red, baby!
24;Eastwood plays a mysterious drifter in this film, who is followed by a very chilling tune throughout the movie.
25;Great film that gives off an extremely powerful feel of mystery and suspense, a definite must see!
26;Great action, irony and dialogue.
27;Example: Sheriff to Eastwood I want to talk to you about Billy.
28;One thing leads to another with a great metaphysical climax and the fadeout departure of the Eastwood anti.
29;if you like the Clint Eastwood genre, you'll like this one.
30;Classic tale of a wronged man exacting his revenge upon those who betrayed him.
31;One of his best westerns.
32;Great story of good ultimately triumphing over evil.
33;Clint Eastwood provides a great setting for this intense drama of small town greed, murder and revenge.
34;Thoroughly enjoyed the movie .
35;great storyline and great camera work.
36;The many perceptive reviews here cover the film well, but I would suggest that much of the film, especially the first part, is really comedy.
37;The opening scene is amazing.
38;The Stranger rides into town.
39;this is certainly a great and and thought.
40;The movie is just fine itself, but I thought I will be getting it in Full Screen, but it came in widescreen.
41;westerns) were always far superior.
42;Clint Eastwood s actual breakthrough came with the Dollar Trilogy .
43;spaghetti westerns made the western look more realistic by making them dirtier and centering more on anti.
44;eastwood's performance in front and behind the camera is superb.
45;I love the movies he directs, he has a unique style that is far superior to most of what Hollywood has to offer.
46;Also the supporting cast is fantastic, the atmosphere is eerie and keeps you on the edge of your seat, as the story is full of surprises and its conclusion is jaw.
47;dropping and brilliant, giving the entire movie a surreal feeling.
48;the score is fantastic and adds very much to the dark atmosphere.
49;Once again Eastwood does it with great style.
50;An unusual dream of a sheriff that was whipped to death haunts him.
51;As the story unveils itself we are drawn further into the past of the towns people.
52;The supporting cast is very good and the sets and music are great.
53;This is one of Clint Eastwood's best westerns.
54;This film is as good today as when it was first released.
55;"Perhaps it's his air of mystery
56;western, but once you get into it you know something is going on behind what you're seeing.
57;Eastwood is unforgettable as the man with no name aided by Dee Bartons Eeerie great score and A great supporting cast this is A must see Western !
58;One of my favorite Eastwood westerns that I come back to often because it's so very good.
59;It'll keep your eyes glued to the screen.
60;A awesome mix of Clint Eastwood western and supernatural revenge saga with its' eerie score and familiar """"man."""
61;Eastwood takes The Man With No Name persona and pushes him into a new realm, sucking all essence of humanity out of him and creating a striking, mesmerizing, and unique hero .
62;His arrival draws much attention, particularly in three gun.
63;The deal seems like a good one, that is until the stranger starts taking liberties above and beyond what they believe to be fair and equitable, causing consternation among more than a few residents (as a result the townspeople start turning on each other).
64;As the town prepares for their arrival (including a spiffy, new paint job, at the stranger's behest), we continue to learn more and more of a past incident within the town, one that gruesome secret shared by all, rationalized away by most.
65;As far as Eastwood, well, he's Eastwood, and presents himself a much as one would expect in a role like this (cool, distant, and enigmatic).
66;I thought his direction wonderful along with his performance.
67;As far as the rest of the cast, primarily made up of character actors, I thought they all did very well, and the story provided just enough material and attention on each given their respective roles within the film.
68;All in all I thought this a great film, and one of the better westerns to come out of the 1970s.
69;The movie itself is great and I would give it 4 stars.
70;"This town is called ""Lago"", and is owned primarily by a mining company."
71;eastwood's first western as a director is dark, sinister and mysterious.
72;truth and justice are the themes of all great westerns.
73;The film leaves this question open for the viewer.
74;She endeavors to bump into him, and he sees right through the charade.
75;He takes her to a stable and has his way with her.
76;She later claims it to be, but she embraced him during the sexual act.
77;If you're a Clint Eastwood Western fan this is the one to get.
78;one of the best Clint Eastwood westerns.
79;ray, totally enjoyable, highly recommended for anyone who likes westerns / Clint Eastwood.
