id;spiegazione
1;I realy enjoyed going back to those days.
2;I didn't see any teens on their cell phones or I. pods and they grew up just fine.
3;The movie was good the for time allowed.
4;The sound track is wonderful ( I use to own the record).
5;thank you for allowing me to express my thoughts.
6;the kids, the cars, the cruising, the music, Wolfman Jack, the gym dances, drive.
7;A really fun movie with wonderful memories.
8;The sound is crisp and clear, and you get the bonus of the legend, Wolfman Jack, spinning the records.
9;rate copy of it, or possibly a pirated copy.
10;some really great, others very blah.
11;I found both these items to be very good.
12;the book well that my family history been a BERGOFF.
13;The second one well that took me back to my younger days
14;This film was a deserved success and a revolutionary approach in film making.
15;It integrated songs into the story and created a product that was greater than the sum of its parts.
16;It observed the classical unity of time, place, and action.
17;Some will go on to college and have a bright future possible in those times.
18;Others will remain and work in middle.
19;The 1960s represented the best years of their lives for most people, as measured by the wealth of ordinary people.
20;Its a Wonderful Life compressed people's lives into one film.
21;The MovieHe had real promise.
22;American Graffiti is the finest high school hang out movie of them all.
23;There are several career making, and even career defining performances from the broad ensemble.
24;"Charles Martin Smith's ""Toad"" is my favorite."
25;There is something truly authentic about the experience here that, even though it is peppered with classic detroit iron from days long past, it feels timeless to me.
26;What could have been George?E Tu Jar Jar?The Blu RayOverall, it's a pretty clean presentation, with some soft shots with the opening credit opticals and some of the longer lens shots.
27;This movie brings back so many memories.
28;such a simpler life in those times.
29;Excellent blending of teens all across America in the early 60's.
30;the music was all choreographed perfectly with the scene/drama.
31;Great REAL CARS that I can relate to and still enjoy today!And what a cast.
32;richard D, Ron H, Candy (I still see her at car shows autographing white '58 Impalas.
33;the enduring success of this film is largely owed to the writers' letting the 6 protagonists' own lives suggest what was to follow by the decade's end.
34;Fresno was the ideal choice for AG's mise.
35;it was also the right touch to have disc jockey Wolfman Jack as a sort of Greek chorus .
36;This reach projected the new youth culture across the continent, challenging local traditions.
37;This movie is a masterpiece that perfectly and nostalgically recreates 1962!
38;This movie has it all, superb acting, an incredible soundtrack, a perfect balance of humor and drama, and a whole lot more.
39;ins, and the most memorable rock 'n' roll hits of the era in this must.
40;American Graffiti is a classic for any age, and we highly recommend it for all to enjoy.
41;almost a documentary style, that just worked well together.
42;i'm happy to say that after over 30 years the movie still holds up.
43;There's just something magical about it.
44;The dialogue is well written.
45;The movie is tightly edited.
46;It propels you along, despite its very episodic structure.
47;And even though it's set in the late fifties it resonates as a really good representation of youth.
48;When you look around at the world of 2012 it truly reminds you of a time when life was simpler and maybe a little more real and present.
49;highly recommended for old and young viewers.
50;I do love the way the movie was directed.
51;I really loved that idea and found it unique.
52;The characters were likable for the most part .
53;This is the first and last time I watch this movie.
54;I was born in `63, as a matter of fact, and I was 10 when George Lucas' American Graffiti was released.
55;I did not go to the movies much in 1973, but I saw this wonderful film when it was broadcast by ABC some years later.
56;Happy Days starred Ron Howard, who (as Ronny Howard) had second billing in Graffiti, while Laverne and Shirley costar Cindy Williams was the female lead.
57;the other two subplots of this wonderful film center on Toad (Charlie Martin Smith) and John (Paul Le Mat).
58;His attempts to impress the lovely Debbie (Candy Clark) are hilarious .
59;all these stories will converge in a climactic, winner take all race, and several Lucas touchstones will resurface in his later Star Wars series .
60;lucas uses music here very effectively.
61;This film is fun to watch and definitely deserves having been votes as one of the American Film Institute's top 100 Films of All Time.
62;"Watch it with a friend or alone, and if you were of age in the 1960s, answer the movie's famous log line: ""Where were you in `62?"""
63;after I moved to California and went into the Marine Corps to fight in Vietnam.
64;There must be so many of us with similar stories.
65;give this movie a watch.
66;ray version, give it a try.
67;the opening scene sets the whole film up.
68;mannered (mostly), middle class crew of 1962.
69;Come on now, this is wide open.
70;Jesus, do I have to tell you everything.
71;they come in one and twos, mainly, in some of the best.
72;"And besides that, many of them, the cars that is, are ""souped."
73;"up"" (look that one up yourself), especially valley hot."
74;king of the hill, John (played by Paul LeMat), and his yellow (mustard yellow, wow, can you believe that?)
75;a. day world intrudes, even on sanctified teen life.
76;This is a marvelous story about hitting life at that exact moment when its possibilities seem endless.
77;Curt's ambition is to shake President Kennedy's hand.
78;Big John wants to stay king of the highways.
79;Their plots and destinities collide in funny and heartbreaking ways.
80;American Graffiti was an important movie, too.
81;It made stars of Richard Dreyfuss, Cindy Williams and Mackenzie Phillips, and introduced Wolfman Jack to a new generation of fans.
82;Graffiti is best seen and enjoyed in widescreen.
83;This is a great movie for rodders and street rodders it will take you back to the good times as teenagers and thier rods and the time fun that it was cruisin main street down town.
84;Its funny and just all around awesome!
85;This is one of my favorite movies of all times.
86;It is such a fun movie to watch I can watch it over and over.
87;I recommend it to everyone.
88;Great film to transport you back to the good times!
89;So many things in the movie were true to life for me!
90;great movie and it was enjoyed by all that previewed it for our annual Halloween motorcycle costume ride at the end of the month
91;I will start off by saying I really love this movie.
92;i give it 4 stars because the film is great, having a digital copy is awesome, and the price is amazingly reasonable.
93;a great movie but a bit exaggerated for those of us who lived thru this.
94;younger people prob would enjoy it too.
95;ray version of this classic iconic movie is a must have for any collector.
96;The image transfer is impressive especially considering this movie was shot mostly at night.
97;You want to stop the film and admire the cinematography.
98;American Graffitti is now better than ever if that is even possible.
99;ray in and your spirits willl go up.
100;So many laughing out loud moments.
101;I LOVE American Graffiti and was so excited about watching it.
102;I realize this is mostly set at night, but I had previously watched this on Direct TV, and remember it to be much brighter, crisp and clear.
103;Brings back a lot of memories.
