id;spiegazione
1;I love this movie because of Ed Norton's performance.
2;He is one of my favorit actors.
3;The 25th Hour, directed by Spike Lee is kind of one of those movies that is liked by some but not all.
4;He spends the day with his friends, girlfriend and visits many New York spots.
5;I would say this movie has alot of truths to it and as in many of Spike Lee's movies it has lasting power.
6;If you want to see a great drama and one of Edward Norton's finest movies, definetly give 25th Hour a shot.
7;I thought the ending was nice and it leaves on a sad/good father.
8;It is so subtle but so amazing and meaningful.
9;This is an emotion film relying on the intelligence of the watcher to bring it together.
10;The film is not constructed as a yepee for drug dealers flick, but you feel for him in that he knows that he messed up, and the show of regret in his face is very powerful.
11;Anyone who has ever done anything they regreted (everyone) will really feel this.
12;He rubbed it in our faces with Summer Of Sam and he's doing it again.
13;Mr. Lee's female characters end up more one.
14;Oh, but I forgot, it's an art film.
15;Go ahead and watch 25th Hour and see how powerful Spike is.
16;Very well acted and well shot.
17;Lots has been said about this movie.
18;what struck me is how Spike's knowledge of New York and New Yorkers comes through in this production.
19;ed Norton is perfectly cast as Monty.
20;The story is compelling, yet this is not a feel good movie.
21;And that is the sign of a good movie.
22;Spike Lee masterfully delivers to us `25th Hour', a film so rich with character development and emotion that we are drawn in to each passing frame.
23;`25th Hour' is such a richly fulfilled film, a feature so complete in every category that it's hard to believe it was snubbed so extremely.
24;The night beautifully captures the feeling of panic, the feeling of impending disaster but never lets loose of his relaxed pace and delivery.
25;The lighting, the mood, the atmosphere is all magnificently captured by Spike Lee and company.
26;and what an impressive company he has.
27;Edward Norton
28;Yet another Oscar caliber performance (how is it that he is nominated for everything he does?)
29;As Monty he fleshes out the very soul of this man, the rough exterior that melts away to reveal the vulnerable and frail fear within his heart.
30;You have two aspects to this man and he breathes life to each side.
31;You have his breathtaking monologue in the mirror and his heartbreaking final scene with co. star Barry Pepper.
32;Philip Seymour Hoffman has always been a great supporting player but this is one of his finest performances in my opinion.
33;He is reserved and subtle and thus endearing and memorable.
34;Anna Paquin is also effortlessly captivating here as Mary, the flirtatious student for whom Jacob pines.
35;spike Lee though is the star of this film.
36;Taking Benioff's script (which he adapted from his novel of the same name) and turning it loose on us in such a visually stimulating form Spike was able to pulverize me with one of the most effortlessly mesmerizing films I've seen in a long time.
37;The writing gives you great character studies, the actors are superb, and the camera work of the city is spectacular.
38;One of the best Spike Lee's movie that I've ever seen for sure!
