id;spiegazione
1;Loved watching this again.15 years since I watched it last and it was just as good today as it was then.
2;Michael Keaton is incredible as Bruce Wayne, and if not quite as remarkable as Batman himself, he's acceptable.
3;Jack Nicholson stands out as the Joker and does a fine job, although there's a part of me that somehow feels there is someone else who would've been more apppropriate.
4;Yet all in all, Batman somehow retains its status as a fun, classic movie, which I enjoy.
5;children will enjoy this one.
6;this is easily the best of the batman onslaught of the 90s.
7;this is a film most anyone will enjoy except people who criticize everything.
8;there is only one really hot babe in this one.
9;jack nicholson played an awesome joker.
10;I have been a huge Batman fan for over 35 years.
11;I enjoyed the movie so much that I saw it twice in the theater.
12;The costume was incredible and so was the Batmobile.
13;1989 film is easily the best Batman film of all time and one of my favorite movies.
14;Michael Keaton was the best Batman and Jack Nicholson does an excellent role as The Joker.
15;Heath Ledger did just as good of a role, maybe even better but I prefer the direction of Nicholson.
16;He did a good job as being a villain but still being crazy and having a sense of humor.
17;Also Tim Burton did a great job directing and producing it.
18;Later on in the film it shows the origin of The Joker.
19;Napier shoots at Batman, who deflects the bullet with his metal.
20;reinforced gauntlet and sends it back in Napier's face.
21;the picture and sound is very impressive.
22;The packaging was original and the disc was in perfect condition.
23;All in all, a joke of a comic movie.
24;Thanks for the prompt delivery!
25;Batman directed by Tim Burton is a cool and classic action adventure.
26;Jack Nicholson is perfectly cast as the Joker, his laugh is wickedly memorable.
27;Kim Basinger is great as well, too bad she's always being typecast.
28;Nicholson is particularly masterful as the signature caper opposite the immortal caped crusader .
29;Batman is a classic and despite its age, a solid and memorable piece of filmmaking.
30;That in itself is a compliment.
31;There is some real imagination at work here and this is probably the best movie Tim Burton will ever make.
32;The transfer is vibrant and despite the occasional graininess, pretty sharp too.
33;Clean and simple cinematography drag the Dark Knight out of the gutter and into a bright High.
34;Color is vivid without being over.
35;digital optical effects hold up for the most part.
36;This is a great movie for both adults and kids unlike the Christian Bale version of Batman which is mainly for teens and adults.
37;This movie certainly breathed new life in popular love for the Caped Crusader .
38;In 1989, Tim Burton and Warner Bros. brought Batman to the bigscreen, giving both Batman and Bruce Wayne a severe overhaul and finally giving him a movie that truly captures the purity of the character.
39;Here, a new and improved, darker and more complex Batman emerged.
40;Personally, I love this movie.
41;Nicholson delivers pure evil with a grin, and nearly steals the show from the Caped Crusader.
42;These two performances alone just about make the movie what it is, and behind the direction of Tim Burton, create a movie that is really intelligent, moody and layered, but still has the accessible, popcorn movie feel that one should expect from any superhero flick.
43;Batman delivers the goods, with just as much action as there is character development.
44;The story itself may be a bit dodgy, but does a good job of telling the origins of Batman in a quick, and to.
45;So parts of it may be corny and truly dated, but it's still one of the best superhero movies to date.
46;Batman is simply revolutionary, inspiring and way ahead of the curve.
47;Worth watching over and over again.
48;realistic patina that passes for artistry these days.
49;Tim Burton was, and still is, one of the most recognizable stylists of our cinematic era.
50;the way this movie was done, with the dark, gritty, noir.
51;Also, unlike the other films, there's actually a point to the proceedings.
52;jack Nicholson turns in an unforgettable performance as the Joker.
53;He gives the role the life and free.
54;Nicholson walks the tightrope with ease.
55;keaton himself embodies the traits of Bruce Wayne.
56;He's a very quirky individual, both Wayne and Keaton.
57;Not that it matters in a role
58;Most people say that this 'Batman' is like, real, dude.
59;Elfman, more than any other conductor, knows how to compose a recognizable theme that fits in with his subject matter.
60;'Batman' is one of his finest works.
61;This is one comic book film done right.
62;Many have made the mistakes of taking comics and turnig them into bright shiny happy worlds but Batman stayed true and daark so dark at times you will need to turn the light on just to see what is going on.
63;I loved every minute of this film.
64;even the Prince soundtrack and the vision of Nicholson dancing is a hoot.
65;Everyone is familiar with this film but watch it again for Burton's tribute to film noir
66;OK I confess, the movie is good!!
67;As 4 jack, still feel the same BUT he totally plays the part well.
68;After I saw it I looked up back stories and behind the scene stuff and came across this 2 disc recommendation.
69;It was a very interesting concept and many actually prefer this origin for the Joker to the comic version where he's a nice stand up comic who gets involved with the mob but really doesn't want to.
70;He's much better as a character who was always ready to terrorize.
71;This is an excellent film from director Tim Burton, despite a lot of studio interferance like adding Prince, something Burton fought to get removed but, obviously, no dice.
72;This film, like the Frank MIller comics he drew from, set a new tone for Batman in the public eye.
73;Even though Nolan's Batman Begins was far closer to Batman's actual origins and demeanor fromt he comics, Burton's film is still very good as a sort of Elseworlds tale.
74;The first time I saw Batman I was 5 years old.
75;i fell in love with the movie,after that I became a huge Batman fan.
76;tim Burton does a great job in capturing the darkness of Batman unlike joel schumacher did in Batman forever,especially in batman and Robin.
77;michael Keaton does his best performance of his life as batman and bruce Wayne,jack nicholson does a great performance as joker in this movie.
78;i give it a 5/5 rate.
79;Even if Superman is a decent movie, Batman is the real thing
80;stylized film, and his dark version of the superhero paid tribute to the true spirit of the comics, instead of using the style of the TV comedy series
81;In Batman there are a lot of things to enjoy: good performances (Michael Keaton, Jack Nicholson of course, Kim Basinger and Jack Palance, to name a few), good music, great sets, ultra cool gadgets (the Batmovile is amazing) and a very interesting story.
82;a comic superhero film is not an easy to make, but Tim Burton proved to be the right choice in this film.
83;This is one of the best comic.
