id;spiegazione
1;"I had only ever seen ""It Happened One Night"" once before, and that was about 20 years ago, in film class at junior college."
2;It Happened One Night is an immortal film classic because *everything* about this 1934 screwball comedy (about a beautiful heiress on the run, and the handsome reporter who follows her) works perfectly: the wonderful lead performances of Clark Gable and Claudette Colbert (whose chemistry and comic sensibilitites are a joy to watch), great performances too from the whole supporting cast (no matter how small the roles), Frank Capra's very.
3;assured direction, and Robert Riskin's hilarious, clever script.
4;"pleasing moments throughout this film: the ""Walls Of Jericho"", the ""hitchhiking"" scene, the sing."
5;It Happened One Night proved to be a box.
6;"office smash, and it swept all the top Oscar categories in 1935, and deservedly so: Best Picture, Actor, Actress, Director and Screenplay (a feat that would not be matched for 40 years until ""One Flew Over The Cuckoo's Nest"" came along in 1975)."
7;and I have finally bought it at last!
8;Adapted for radio, certain modifications were made to the script, and the story was trimmed down to just under an hour, but it's still great fun, and it's wonderful to hear Gable and Colbert whooping it up as this classic comedy couple once more.
9;It was only when the film was finally released, became adored by audiences all over, and they put that Best Actress Oscar in Colbert's hand, that she finally realised how wrong she had been.
10;It Happened One Night is truly one of the great comedy classics of cinema history, a genuine crowd.
11;pleaser that anyone can enjoy.
12;In short music to make them sing, laugh, jitter.
13;Film, as those elegant filled matinee theaters of the 1930s testified to, could help as well.
14;the plotline here is pretty conventional.
15;So our gal is a marked woman.
16;All he wants is an exclusive story.
17;Fun, fun, fun story and Actors!
18;She was really excited to get to watch it.
19;I have seen it on the TV several times and it has always been one of my favorite movies.
20;I watched this because a friend recommend it to me on youtube.
21;Loved it so much i bought it through amazon.
22;It is such a good movie.
23;Recommend it to anyone who likes old romantic comedies.
24;A delightful little comedy, it's easy to see why `It Happened One Night' is still loved, even today.
25;I can't say that I for one agree with its landing on AFI's `Top 100 Films of All Time', but I can agree with the fact that this sweetly charming (if not standard and clich d) tale of love found in all the wrong places is easy to swallow, easy to enjoy and very easy to recommend.
26;what is really nice about this film is the undeniable chemistry between Clark Gable and Claudette Colbert.
27;I am a huge fan of both these faces (especially Colbert, who is stunningly superb in everything I've seen her in) and this film truly showcases their undeniable charm and screen presence.
28;This makes their transition from opposites to equals rather effortless and completely believable.
29;"director Frank Capra really was a masterful director in his day, snapping out masterpiece after masterpiece
30;Once Ellie hooks up with Peter, and Gable and Colbert establish their relationship, the film picks up quite a bit and actually soars, but it gets off to a slow start for me.
31;It feels fresh here, despite it's overexposure in recent cinema, because of the actors take on the film.
32;Gable and Colbert (as well as Capra) picked up Oscar's for this film (the film won everything it was nominated for, which included Picture, Director, Screenplay, Actor and Actress) and I am delighted since comedies very rarely get recognition from Oscar.
33;Gable is beyond brilliant here and would most likely be my personal preference for the Oscar as well, but without seeing many films from this year I can't say that I'd go with this particular film in every category.
34;it's not perfect, but it is very likable and I recommend this one without hesitation.
35;Loved the fast talk and witty play.
36;A screwball comedy at it's best!
37;Gable is great (as always?)
38;She has a range of emotions second to none (watch her in Drums Along the Mohawk).
39;Another great, Willam Powell in Her Man Godfrey and The Thin Man series with another great Myrna Loy.
40;There is no best, just all these films are great.
41;The story line, the characters (even our pal Shapely) are all so great.2.
42;I know to expect that mistakes may happen, but the company put it right so quickly that I had to say thanks and let everyone know!
43;A match made in Hollywood heaven.
44;The script and acting made this movie Oscar Gold.
45;Listen to the radio play of the movie and be transported to 1934.
46;This is unique for any great movie.
47;It is because he was that good of an actor.
48;The Best Picture winner of 1934, It Happened One Night, is very much buoyed by Clark Gable's presence.
49;Her co. star makes her to look good.
50;This was a picture during the Depression era, so it's hard to believe it garnered acclaim.
51;Billed as a comedy, I found It Happened One Night to be mostly flat, but the pace is quite lively nevertheless.
52;The funniest and best scene of the film is when Peter Warne pretends that he is a gangster, telling the nosy passenger to scram and stay quiet for good.
53;All in all, It Happened One Night is just an okay picture, the film that Clark Gable and Claudette Colbert, Oscar winners, had disliked to be part of.
54;This is a Frank Capra film, so of course Ellie and Peter fall in love.
55;And since it's a Capra film, you know that eventually Ellie and Peter end up married to each other.
56;There are some very cute slightly sexy humor here, and I don't think I appreciated it.
57;Great classic movie the way they used to be made.
58;This movie is one laugh after another with a great story.
59;You've probably read the story from other reviewers, so I won't remind you, but I just thought the plot was very clever and the humor just has to make you laugh.
60;I really didn't like Clark Gable before I saw this movie, but my opinion of him improved after seeing this movie.
61;I even got my mom to see this and she loved it as well!
62;I never thought that a comedy from the 1930's would still be funny decades later.
63;Clark Gable is a great actor and really makes the movie what it is.
64;I would recommend this movie to all!
65;75 years after its initial release, this film is still a pleasure to watch.
66;It's as funny and charming today as it was back in 1934, when it won Best Picture and several other Academy Awards.
67;This is probably the first really great romantic comedy ever made, just a few years after the silent picture era.
68;What makes this film stand out (like most great films) is the writing brought to life with great performances.
69;funny, real, briskly paced, authentic.
70;both turned in the best performances of their careers in this movie.
71;rate romantic comedy loaded with funny and memorable scenes.
72;Funny, authentic, and entertaining from beginning to end.
73;The scene where the mother collapses on the bus next to her son is very touching without being over.
74;top and reminds us that this is the depression"
75;camp to the shower also gives a glimpse of real life at the time while being funny too.
76;In that regard, you can tell this is a 1934 film.
77;Still as fresh and delightful as ever.
78;One of the funniest of the screwball comedies and the ultimate battle of the sexes (and of the classes) comedy.
79;"A priceless comedy that hasn't aged one bit, it also features two of the silver screen's greatest stars
80;Filled with lots of memorable scenes with Colbert and Gable's amusing verbal riffs in between.
81;The most memorable are the 'walls of Jericho'.
82;hiking travails that ends with the unforgettable image of Colbert using her legs to get a ride proving once and for all that 'the limb is mightier than the thumb'.
83;Claudette Colbert has always had and innocent sexiness to her personality and it is never more evident than here, she is one of the 'cutest' of all the female screen legends.
84;Clark Gable is also excellent and his strong cinematic presence is greatly appreciated, it's hard to imagine anyone else in the role.
85;Probably the first great romantic comedy and still one of the best.
86;Also famous for being the first picture to win 'the top 5' Oscars which are best picture, director, actor, actress and screenplay.
87;From a scale of 1.10 I give this film a 10!
88;ColbertSo many wonderful film classics over the decades have imitated this one that some of the bloom has worn off this groundbreaking Capra masterwork.
89;It remains a wildly charming and entertaining film, however, and one of the best romantic comedies in the history of film.
90;Robert Riskin's screenplay offers a blend of humor and romance buoyed by the performances of Clark Gable and the incomparable Claudette Colbert.
91;But once he figures out who she really is, he has her over a barrel, and uses his leverage to travel with her and get a story that will put him right back on top.
92;What follows has become sort of a formula for films in this genre, but as with most things, the original holds the most charm.
93;Gable is hilarious giving a play by play lecture on how he undresses, and another on how to dunk a donut.
94;His one on hitching a ride backfires, however, when it's Colbert's shapely legs which stops traffic.
95;backer arguement that climaxes with Gable giving Colbert a spank as her carries her across the water is the best moment between them.
96;as they get closer to their destination, Ellie crosses the walls and confesses her love for Peter.
97;A bill for 39.60 and a father who knows what's best for his daughter culminates in an audience pleasing ending.
98;This is a marvelous piece of celluloid whose luster has only changed from glossy to satin with the passage of time.
99;The cover art looks the same but is in color this time, making an attractive display for film buffs.
100;A must see film for anyone who loves the movies.
101;One of the truly smash hits of the Depression '30s.
102;The whole movie is extremely enjoyable: Gable is brash and sexy and Colbert spoiled, but not rotten about it.
103;On the road they have all kinds of adventures, many of them classic (the Walls of Jericho, singing on the bus, the husband.
104;Its appeal is with the characters: all are down.
105;class people (even the """"good"""" rich people have middle."""
106;It won all the major Oscars .
107;no better than if you'd bought it from a bootlegger at a swap.
108;It deserves better treatment, and will no doubt get it eventually.
109;improved version when it becomes available.
110;Claudette and Clark really do make an awesome duo in this classic film.
111;Good to watch multiple times.
