id;spiegazione
1;A great movie that's not afraid to show the dark side of people.
2;Another great movie.You just have got to love the characters.
3;helen Hunt is great, albeit a bit arrogant.
4;jack Nicholson is at his neurotic best.
5;one of the best movies of the last 10 years!
6;Calling this fantastic film a romantic comedy is misleading because it is so much better than what we typically label as romantic comedy.
7;Helen Hunt is fantastic as the nice waitress to Mr. Mean Jack Nicholson who gives a stellar performance as a sharp tongued obsessive compulsive unable to find any joy in life.
8;Greg Kinnear and Cuba Gooding Jr. also do a great job in this film.
9;Well sure enough, I found that I now like a third Jack Nicholson movie and yes.
10;Helen Hunt and Greg Kinnear were great in their respective parts, but Jack carried the day.
11;so maybe there is hope.
12;if you are looking for a great movie this month, then this is As Good As It Gets .
13;Great Actors ~ Jack Nicholson, Helen Hunt, Greg Kinnear ~ An Excellent movie which can be watched many more times than once.
14;Arrived on time as always with Amazon!
15;and that line encapsulates the story, which is essentially the story of an incredibly interesting, accomplished, and intelligent man who's fears dominate him to such an extent that the viewer sees the exact opposite through most of the film.
16;when introduced
17;and to that class of people, who have yet to see this film, count yourself lucky, it's a beautiful comedy about love, and it's power to help man triumph over fear.
18;It's one of the few in my collection that I frequently watch and enjoy.
19;I loved this movie though the acting was supurb i loved it, because it teaches a good moral leason on life.
20;The movie is one of the best and should be seen by all.
21;Jack Nicholson, Helen Hunt, Cuba Gooding Jr and Greg Kennear are phenomenal in this classic masterpiece of a man's journey to find love.
22;100% entertainment and pure gold, academy award and golden globe winner, this movie is great.
23;James L. Brooks's quirky, touching film brims with humanity, as three societal misfits find each other and against steep odds, ultimately connect.
24;Nicholson fits oddball Melvin like a defective glove, but it's Oscar winner Helen Hunt who steals the film as the beleaguered, world.
25;An unlikely romance with a big heart, this gem truly lives up to its title.
26;I don't think there's another actor out there who could have pulled this performance off!Combine Jack with a great cast, and side spltting story, and you have this outstanding comedy!Bravo!
27;Plenty o' pathos, a wonderful exploration of the human condition, Jack.
28;As Good as Gets .
29;Greg Kinnear is easily my personal favorite character, he seems to be the most pure and knowledgeable of the lot.
30;The film has it's flaws, but is very entertaining.
31;It takes a lot of will.
32;power to overcome it, and it was not taken advantage of.
33;The film as a whole is also delightful.
34;Nothing but pure enjoyment here.
35;Kinear was touching and graceful and yes should have recieved the oscar but Nicholson was pure genius.
36;He played one of the most difficult roles in history to perfection.
