id;spiegazione
1;Fine writing, laugh out loud funny situational comedy, many supporting actors and actresses who I recognized from elsewhere, funny hair, clever satire, solid content, garishly colorful clothes you have to love laughing at.
2;Anne Bancroft immediately became every schoolboy's fantasy, and Dustin Hoffman was brilliant in the starring role.
3;A little bit dated, but overall, you gotta love this movie.
4;establishment, pretty radical especially considering when it came out in the late 1960's.
5;Great plot, acting and music!!
6;I would recommend it to everyone.
7;my 14 year old son watched it with me and loved it.
8;A great addition to my library.
9;I have loved this film for over 40 years.
10;It is funny, deep, moving, wild!
11;I happened to see it the other night after having not seen it for years, and it really holds up.
12;This is just a great movie and is a perfect blend of comedy and drama.
13;There's so much wonderfully subtle humor in this movie without making it a comedy and at the same time it serves as a very good drama.
14;Mrs. Robinson is one of the greatest villains of all.
15;time, Dustin Hoffman is great, and this movie just never gets old.
16;I love movies with a happy ending even though this is not always the case in real life.
17;A great investment for my movie collection.
18;It's got a great sound track too.
19;The best things about this film were the quirkly one.
20;"liners of Dustin Hoffman and the camera angles and cinematography of the director, which during this time period had to be ""ground."
21;Dustin Hoffman and Anne Baxter were terrific, and the supporting cast is awesome!
22;A classic for all time.
23;Great performances by all and fantastic period piece.
24;I love this movie for the hilarious deadpan performance of Dustin Hoffman.
25;It's a crazy story, of course with a great soundtrack, that I love over and over.
26;While this may be an American movie classic, I felt it had charm here and there.
27;"`The Graduate' is by far one of my favorite movies ever made
28;Director Mike Nichols takes Calder Willingham's screenplay (based off of Charles Webb's novel of the same name) and delivers it to us with a delicate yet subtle brazenness that adds layers of emotional weight and clarity to the film.
29;Couple that with a slew of fantastic performances by just about everyone in the cast and you have a film that is legendary, classic and frankly `important' in the catalogue of cinematic achievements.
30;what make this movie so iconic are the marvelous performances by the entire cast, Hoffman and Bancroft especially.
31;Anne Bancroft is marvelous as the seductive and manipulative Mrs. Robinson"
32;She very comfortable slides into character and single handedly created a character that will go down in history as one of the most recognizable and memorable screen vixens.
33;Dustin Hoffman is marvelous here, truly outstanding.
34;Benjamin Braddock was his breakthrough and garnered him his first Oscar nomination, which should have been his first win.
35;the rest of the cast excels as well, especially Katherine Ross, who plays Elaine.
36;She is welcoming and vivacious and everything a man could want, thus adding to the believability that Benjamin would chose her over her aggressive mother.
37;`The Graduate' is one of those films that defined a generation.
38;It's a film that captured everything that made the 60's what it was and created a standard for all other films approaching this genre to live up to.
39;"The feeling of the film, the fluidity, the casting
40;in the end I must declare that everyone should see this iconic film.
41;There are so few true gems in this world, so few films that are undeniably splendid.
42;Even when compiling my list of favorite films I come to realize that many of them are purely of my own opinion"
43;A must see for all generations.
44;This is a movie that everyone must watch, a feel good movie and a fantastic soundtrack.Younger people can learn a lot about human emotions and interactions that is devoid from the movies of today which seem to focus on computer animation, and trick photography.
45;A classic timeless for all the ages!
46;This one is fantastic and very relevant even now a days.
47;Dustin Huffman's breakout film has wonderful performances by all of the actors, a great story, beautiful filmography and a fantastic sound track by Simon and Garfunkle.
48;That this is a universal dilemma of young adulthood is why The Graduate still speaks to us.
49;but, on seeing it now, it is so obviously of a very special time and place.
50;forget about that and just enjoy a tremendously funny and insightful film.
51;Ann Bancroft is wonderful, Katherine Ross delicious, Murray Hamilton very funny, and the rest of the cast perfect.
52;That's it, but what fun and great laughs are mined from this material.
53;Just great classic scenes and dialogue, and emotions and situations that are timeless.
54;And, of course, there was the brilliant idea to use Simon Garfunkel's music.
55;hollywood ending is saved by the last shot.
56;Then he honestly thought that he could live happily ever after with her despite all the lies, and the fact that he was sleeping with her mother?!
57;It was not romantic, cute, funny, none of the above!
58;Horrible movie, and I do NOT recommend it to anyone.
59;This movie is, and will always be a classic.
60;Everything about it seems perfect.
61;It's a marvelously original movie.
62;The plot is wonderful as well.
63;"The inevitable happens
64;Neurotic Passionate obsession with strangers.
65;I loved it when it was first released.
66;and I loved it more when I watched it again recently.
67;I have nearly all the top 100 AFI movies that have been transferred to blu ray in my collection and found this blu ray transfer good but not great.
68;Great movie, with such a great actor.
69;The Movie does dive into inner thought , human instincts and attractions .
70;It was Fun and Serious at the same time , to see it again was a good use of My time .
71;Since the first time I saw The Graduate, I loved everything about it: the comedy mixed with drama, the unique characters, the clever filming style, and the hilarious dialogue.
72;It's definitely one of my favorites.
73;as far as the disc goes, I found the Special Edition satisfying for my needs.
74;Ben finally goes to Berkeley, where Elaine is attending college, and convinces her to marry him on the spot.
75;I took note especially of the cinematography in this movie.
76;The effect takes hold of you and makes you feel what he's feeling.
77;I had to watch it for film class.
78;I would recommend it, it is a classic.
79;Needless to say this was a wonderful video.
80;A witty, stylish, sexy satire.
81;Maybe you have not seen """"The Graduate"""" with a very young Dennis Hoffman, but you should look into making time to see it."""
82;i loved this movie and it will remain one of my favorites.
83;It's worth watching, so don't judge it by when it was made, but by it's content.
84;Watch it again in a few years.
85;The Graduate is such an iconic part of the American psyche and I honestly could remember if I'd seen it all the way through in one sitting, only bits and pieces.
86;One reason was to see that incredibly sexy night club stripper (Lainie Miller) perform again.
87;I had to see it again just to catch all the subtle jokes and comic nuances.
88;Dustin Hoffman is still delightful as the nave and somewhat awkward Benjamin Braddock, while Katherine Ross remains as lovely as ever.
89;I would still consider it to be one of the most memorable films of the sixties.
90;Fairly good movie all in all with very interesting camera shots, shot from inside of his scuba suit and also the underwater shots added an interesting perspective.
91;Captures an era yet is eternal.
92;Dustin Hoffman and Ann Bancroft are amazing.
93;Great make up for Ann, both actors are close in age.
94;The Graduate is a classic.
95;This is probably Dustin Hoffman's greatest performance.
96;The cinetamography and directing is amazing.
97;"I was very excited to finally watch ""The Graduate,"" and indeed I found it engaging, well."
98;Implausibly, this actually works on Elaine, and she starts showing interest in him.
99;"And do we really need to hear ""Sound of Silence"" three times?There are some great things about ""The Graduate"": the directing and editing are excellent, Bancroft is amazing (the film needs her in the third act!)"
100;, Hoffman is also very good, and their scenes together are the best parts of the film.
101;It's also very funny in a dry, British.
102;"A comparably cherished film from my generation might be ""The Breakfast Club."""
103;"Perhaps in 20 years, my kid will watch that film and have the same reaction that I had to ""The Graduate""!"
104;many years went by I watched the film periodically and enjoyed it every time.
105;The Graduate is an all time classic.
106;This film pretty much defined the 60's in many ways .
107;Although a time capsule in many ways, there is much going on from a psychological point of view that still makes it interesting.
108;Audio commentaries by Dustin Hoffman, Katherine Ross, Mike Nichols, and Steven Soderbergh.2.
109;Coming of Age: The Making of THE GRADUATE4.
110;Every word and frame carefully builds upon one another in a comedic drama that stains the bounds of reason.
111;Yet, in the world of the film, have a place due to effort leading to the moment and the way in which they're captured.
112;as to it's place as the greatest of all films is yet to be determined.
113;This is just one the massive number of symbolic and cultural criticism that can be found in the film: whether its the world of the fish tank, the cage, the mind, or just another person.
114;a well rounded film which truly stands as a testament to what can be accomplished with cinema.
115;One of the best movies ever.
116;A second time around for us and enjoyed it just as much.
117;A classic I wanted to see again.
118;Although this movie is old, the theme is cute and it takes us back to the era when cinematography was simple.
119;The Graduate is one of those films one can watch any time and truly enjoy.
120;Both extremely funny and extremely sad (sometimes in the same scene, a rare thing to achieve without succumbing to campy irony), it is also an instance of outstanding acting.
121;Also great is Katherine Ross.
122;The baby boomers should feel lucky to have this as one of their generation's finest.
123;time great movie, it just left me wondering what all of the accolades were about.
124;Enter Mrs. Robinson (Bancroft) and the comedy becomes a display of Ben's intense discomfort with their illicit relationship.
125;Up to this point, I was really impressed.
126;versed in film history), but I can say that, in spite all that Simon and Garfunkel, The Graduate still comes across as very fresh and interesting.
127;I thought it did an excellent job of capturing the post.
128;I thought the camera work was interesting.
129;"In particular, there are several impressive shots involving ""Mrs. Robinson."""
130;I think the flashes of her chest and sharp tan.
131;I found this quite effective.
132;The last thing I will mention about the Graduate is the final scene .
133;I think this brings the story back to reality, in a way .
134;Anyway, I thought it was great.
135;I mean, it's a classic, and millions of people have loved it.
136;with Simon and Garfunkel's excellent music.
137;The perfect depiction of a quarter life crisis marks the beginning of a great career for Dustin Hoffman
138;An old classic that has still stood the test of time.
139;Dustin Hoffman is amazing in it!
140;dustin Hoffman is charming, and superb in his role of Benjamin Braddock.
141;Anne Bancroft is also superb as the sexy, sedusive wife.
142;Kathrine Ross, William Daniels, Murray Hamilton, and Elizabeth Wilson are also wonderful in their co. starring roles.
143;The Graduate is hilarious and poignant at the same time.
144;The Simon and Garfunkel soundtrack only makes the film more enjoyable and fits in just right with the story.
145;The directing by Mike Nichols is awesome and the storyline and dialouge are great.
146;"i highly recommend ""The Graduate""."
147;Well directed and well acted drama, although somewhat predictable.
